,Source,Destination,num_packets,avg_packet_length,max_packet_length,min_packet_length,time_gaps,max_time_gaps,min_time_gaps
401,fe80::75fc:9b76:9892:3cc5,ff02::1:2,7,171.0,171,171,5.336,16.001,0.998
402,fe80::78b2:8d4b:efa3:f96d,ff02::1:2,2,169.0,169,169,32.015,32.015,32.015
403,fe80::84e2:3fe1:51c8:80d3,ff02::1:2,1,171.0,171,171,,,
404,fe80::84e2:3fe1:51c8:80d3,ff02::1:3,8,86.0,86,86,6.271,43.059,0.0
405,fe80::92a4:5178:a369:d18a,ff02::fb,3,218.0,218,218,20.023,20.086,19.96
406,fe80::9618:82ff:fe7e:11de,ff02::1:2,1,129.0,129,129,,,
407,fe80::b8b5:c20f:6c6c:f1ae,ff02::1:2,7,171.0,171,171,5.342,16.011,1.007
408,fe80::cba:3d90:4d58:f0e9,ff02::1:3,8,90.0,90,90,6.745,21.854,0.41
409,fe80::ea39:35ff:fe20:69de,ff02::1:2,1,129.0,129,129,,,
410,fe80::f6b8:3384:d217:4a70,ff02::fb,3,179.0,179,179,20.023,20.086,19.959
