,Source,Destination,num_packets,avg_packet_length,max_packet_length,min_packet_length,time_gaps,max_time_gaps,min_time_gaps
36,10.200.0.130,79.151.33.115,78,132.051,162,114,2.603,9.428,0.017
37,10.200.0.130,8.8.8.8,44,94.545,98,60,4.671,9.17,1.016
38,10.200.0.130,80.187.118.180,120,127.333,162,118,1.641,4.716,0.0
39,10.200.0.130,80.36.58.192,146,133.397,178,102,1.382,7.798,0.0
40,10.200.0.130,81.20.104.234,239,136.628,270,98,0.811,7.018,0.0
41,10.200.0.130,82.222.185.238,227,142.758,274,114,0.875,7.373,0.0
42,10.200.0.130,84.125.8.250,221,157.421,306,118,0.875,8.059,0.0
43,10.200.0.130,84.91.2.178,4187,134.801,274,102,0.048,4.485,0.0
44,10.200.0.130,85.22.146.234,225,143.511,274,114,0.886,8.106,0.0
45,10.200.0.130,86.109.113.102,203,143.655,274,118,0.976,5.749,0.0
46,10.200.0.130,87.103.21.171,44,110.273,118,102,4.411,9.996,0.065
47,10.200.0.130,90.235.68.213,26906,171.374,658,118,0.008,0.095,0.0
48,10.200.0.130,94.73.60.80,38003,201.251,1102,106,0.005,0.205,0.0
49,105.159.18.7,10.200.0.130,212,148.698,354,102,0.934,8.889,0.0
50,119.39.240.90,10.200.0.130,185,152.551,366,118,1.067,4.89,0.0
51,128.92.92.124,10.200.0.130,385,155.101,446,98,0.526,3.617,0.0
52,13.107.246.254,172.20.1.253,1,60.0,60,60,,,
53,13.107.9.158,172.20.1.253,1,60.0,60,60,,,
54,131.253.33.200,172.20.1.253,3,60.0,60,60,2.759,3.79,1.727
55,131.253.33.219,172.20.1.253,23,340.261,1514,60,7.617,45.063,0.0
56,148.244.221.22,10.200.0.130,227,153.048,354,102,0.887,6.106,0.0
57,172.16.0.98,239.255.255.250,9,60.0,60,60,24.943,43.901,9.94
58,172.18.226.121,10.200.0.130,18142,177.724,635,60,0.011,0.226,0.0
59,172.20.0.123,224.0.0.251,3,60.0,60,60,17.754,23.998,11.509
60,172.20.0.123,224.0.0.252,4,60.0,60,60,48.831,126.507,3.995
61,172.20.0.124,224.0.0.252,5,60.0,60,60,30.625,54.499,11.498
62,172.20.0.126,224.0.0.252,5,60.0,60,60,32.125,47.004,19.493
63,172.20.0.127,172.20.255.255,12,92.0,92,92,12.97,62.213,0.759
64,172.20.0.127,224.0.0.252,12,64.0,66,60,15.955,63.633,0.107
65,172.20.0.139,224.0.0.251,3,60.0,60,60,18.253,21.001,15.504
66,172.20.0.139,224.0.0.252,4,60.0,60,60,50.998,124.505,10.491
67,172.20.0.139,239.255.255.250,3,60.0,60,60,59.253,67.501,51.005
68,172.20.0.148,10.200.0.130,69,182.348,354,102,2.888,10.847,0.0
69,172.20.0.148,172.20.1.253,126,173.563,273,60,1.559,20.014,0.0
70,172.20.0.148,224.0.0.252,5,60.0,60,60,29.128,46.498,16.993
71,172.20.0.149,224.0.0.251,1,60.0,60,60,,,
72,172.20.0.149,224.0.0.252,3,60.0,60,60,60.253,89.003,31.502
73,172.20.0.149,239.255.102.18,8,60.0,60,60,22.5,45.008,6.489
74,172.20.0.149,239.255.255.250,2,60.0,60,60,60.998,60.998,60.998
75,172.20.0.15,224.0.0.251,2,60.0,60,60,32.006,32.006,32.006
76,172.20.0.15,224.0.0.252,3,60.0,60,60,73.252,125.502,21.002
77,172.20.0.15,239.255.255.250,4,60.0,60,60,47.668,115.999,2.496
78,172.20.0.150,224.0.0.251,2,60.0,60,60,37.506,37.506,37.506
79,172.20.0.150,224.0.0.252,5,60.0,60,60,36.5,124.988,1.501
80,172.20.0.150,239.255.255.250,2,60.0,60,60,119.029,119.029,119.029
81,172.20.0.153,224.0.0.252,4,60.0,60,60,42.167,45.502,40.5
82,172.20.0.154,172.20.0.239,1,66.0,66,66,,,
83,172.20.0.154,224.0.0.251,2,60.0,60,60,28.609,28.609,28.609
84,172.20.0.157,224.0.0.251,2,60.0,60,60,42.004,42.004,42.004
85,172.20.0.157,224.0.0.252,3,60.0,60,60,73.497,129.988,17.006
86,172.20.0.157,239.255.255.250,3,60.0,60,60,39.253,48.503,30.002
87,172.20.0.158,224.0.0.252,3,60.0,60,60,62.503,95.504,29.503
88,172.20.0.179,224.0.0.251,56,237.429,339,60,3.378,34.191,0.0
89,172.20.0.180,224.0.0.251,2,60.0,60,60,43.556,43.556,43.556
90,172.20.0.180,228.5.6.7,5,60.0,60,60,21.887,54.335,5.407
91,172.20.0.181,224.0.0.251,2,60.0,60,60,29.446,29.446,29.446
92,172.20.0.181,228.5.6.7,5,60.0,60,60,22.149,47.932,8.568
93,172.20.0.19,224.0.0.252,6,60.0,60,60,40.001,70.501,14.505
94,172.20.0.197,224.0.0.251,39,155.077,163,60,5.142,19.981,0.544
95,172.20.0.199,224.0.0.251,1,60.0,60,60,,,
96,172.20.0.200,224.0.0.252,5,60.0,60,60,50.0,69.5,36.5
97,172.20.0.21,224.0.0.251,1,60.0,60,60,,,
98,172.20.0.21,224.0.0.252,5,60.0,60,60,32.998,48.488,14.507
99,172.20.0.225,239.255.255.253,7,60.0,60,60,24.531,40.529,10.279
100,172.20.0.226,239.255.255.253,3,60.0,60,60,42.113,60.776,23.451
101,172.20.0.230,224.0.0.251,2,60.0,60,60,42.549,42.549,42.549
102,172.20.0.231,172.20.255.255,92,232.0,232,232,2.205,9.764,0.0
103,172.20.0.231,224.0.0.251,1,60.0,60,60,,,
104,172.20.0.232,172.20.255.255,89,230.427,232,92,2.292,10.239,0.0
105,172.20.0.232,224.0.0.251,2,60.0,60,60,36.478,36.478,36.478
106,172.20.0.232,228.5.6.7,4,60.0,60,60,30.445,53.075,12.636
107,172.20.0.233,172.20.255.255,2,185.5,279,92,61.082,61.082,61.082
108,172.20.0.233,224.0.0.251,2,60.0,60,60,33.255,33.255,33.255
109,172.20.0.233,228.5.6.7,5,60.0,60,60,22.422,48.612,4.475
110,172.20.0.234,224.0.0.251,11,237.273,255,60,18.022,20.217,6.595
111,172.20.0.235,224.0.0.251,2,60.0,60,60,29.952,29.952,29.952
112,172.20.0.24,224.0.0.252,3,60.0,60,60,61.254,92.506,30.002
113,172.20.0.240,224.0.0.251,74,153.608,223,100,2.528,29.802,0.0
114,172.20.0.241,226.10.12.64,5,60.0,60,60,36.274,58.358,9.54
115,172.20.0.241,239.192.166.16,1,130.0,130,130,,,
116,172.20.0.241,239.192.169.98,20,126.0,126,126,10.004,10.038,9.975
117,172.20.0.241,239.192.95.180,7,60.0,60,60,26.907,106.449,4.744
118,172.20.0.242,172.20.0.239,9,906.222,1514,66,0.002,0.019,0.0
119,172.20.0.244,224.0.0.251,64,165.656,223,60,2.928,35.301,0.0
120,172.20.0.28,224.0.0.251,1,60.0,60,60,,,
121,172.20.0.28,224.0.0.252,5,60.0,60,60,31.252,47.005,15.005
122,172.20.0.28,239.255.255.250,1,60.0,60,60,,,
123,172.20.0.3,172.20.1.253,44,60.0,60,60,4.453,19.543,0.073
124,172.20.0.30,224.0.0.252,4,60.0,60,60,41.497,51.99,36.011
125,172.20.0.36,172.20.255.255,5,82.0,82,82,38.681,39.037,38.441
126,172.20.0.36,224.0.0.252,4,60.0,60,60,40.834,47.001,34.502
127,172.20.0.36,255.255.255.255,5,82.0,82,82,38.681,39.036,38.443
128,172.20.0.37,224.0.0.252,4,60.0,60,60,47.667,121.504,4.495
129,172.20.0.37,239.255.255.254,9,60.0,60,60,20.75,38.498,9.505
130,172.20.0.4,224.0.0.252,3,60.0,60,60,62.252,86.499,38.005
131,172.20.0.41,224.0.0.251,1,60.0,60,60,,,
132,172.20.0.41,224.0.0.252,4,60.0,60,60,43.001,45.501,39.002
133,172.20.0.41,239.255.255.250,3,60.0,60,60,33.751,62.502,5.0
134,172.20.0.42,172.20.255.255,39,92.0,92,92,4.968,20.796,0.716
135,172.20.0.42,224.0.0.252,30,68.667,70,60,6.472,21.872,0.346
136,172.20.0.47,224.0.0.251,1,60.0,60,60,,,
137,172.20.0.47,224.0.0.252,6,60.0,60,60,25.4,47.999,2.003
138,172.20.0.47,239.255.255.250,2,60.0,60,60,66.504,66.504,66.504
139,172.20.0.49,224.0.0.251,1,60.0,60,60,,,
140,172.20.0.49,224.0.0.252,5,60.0,60,60,31.247,44.49,15.999
141,172.20.0.49,239.255.255.250,1,60.0,60,60,,,
142,172.20.0.52,224.0.0.252,6,68.667,86,60,30.331,123.997,0.413
143,172.20.0.53,172.20.255.255,6,92.0,92,92,0.312,0.796,0.0
144,172.20.0.53,224.0.0.252,4,66.0,66,66,0.14,0.42,0.0
145,172.20.0.54,224.0.0.251,3,60.0,60,60,13.999,17.002,10.996
146,172.20.0.54,224.0.0.252,3,60.0,60,60,72.499,127.506,17.492
147,172.20.0.54,239.255.255.250,3,60.0,60,60,39.504,53.009,26.0
148,172.20.0.57,172.20.255.255,5,82.0,82,82,40.117,40.525,39.704
149,172.20.0.57,224.0.0.251,1,60.0,60,60,,,
150,172.20.0.57,224.0.0.252,5,60.0,60,60,31.5,48.504,17.011
151,172.20.0.57,239.255.255.250,2,60.0,60,60,62.5,62.5,62.5
152,172.20.0.57,255.255.255.255,5,82.0,82,82,40.119,40.513,39.71
153,172.20.0.58,239.255.255.250,2,60.0,60,60,124.998,124.998,124.998
154,172.20.0.69,224.0.0.251,65,163.338,224,60,2.886,35.419,0.0
155,172.20.0.70,224.0.0.251,95,155.968,224,60,2.06,16.371,0.0
156,172.20.1.122,224.0.0.251,3,60.0,60,60,17.753,18.998,16.507
157,172.20.1.122,224.0.0.252,5,60.0,60,60,39.123,128.497,3.007
158,172.20.1.122,239.255.255.250,2,60.0,60,60,29.987,29.987,29.987
159,172.20.1.148,10.200.0.130,18,190.667,194,158,8.751,30.503,0.433
160,172.20.1.148,224.0.0.252,5,60.0,60,60,30.624,51.001,14.505
161,172.20.1.154,239.255.255.250,19,209.737,216,179,9.144,39.55,0.999
162,172.20.1.164,172.20.1.253,478,243.322,710,60,0.401,15.016,0.0
163,172.20.1.164,224.0.0.252,3,60.0,60,60,77.746,133.493,22.0
164,172.20.1.22,239.255.255.250,32,338.75,366,308,4.398,39.4,0.0
165,172.20.1.253,13.107.40.203,1,54.0,54,54,,,
166,172.20.1.253,131.253.33.219,21,209.857,989,54,8.378,45.057,0.0
167,172.20.1.253,172.20.0.148,130,125.438,146,54,1.51,20.016,0.0
168,172.20.1.253,172.20.0.3,44,66.0,66,66,4.453,19.542,0.08
169,172.20.1.253,172.20.1.164,535,261.731,1514,54,0.358,14.972,0.0
170,172.20.1.253,172.20.255.255,2,255.0,255,255,60.007,60.007,60.007
171,172.20.1.253,20.189.173.1,10,433.6,1494,54,0.076,0.206,0.0
172,172.20.1.253,20.42.65.85,14,381.357,843,54,7.976,45.093,0.0
173,172.20.1.253,20.42.73.27,4,55.0,55,55,23.145,24.334,20.769
174,172.20.1.253,239.255.255.250,8,216.0,216,216,17.575,116.966,1.003
175,172.20.1.253,3.127.159.109,11,201.545,1210,54,0.026,0.078,0.0
176,172.20.1.253,3.64.207.203,11,280.818,1326,54,0.02,0.041,0.0
177,172.20.1.253,40.115.19.176,9,161.333,571,54,0.04,0.072,0.002
178,172.20.1.253,52.111.231.0,4,54.5,55,54,25.739,45.048,0.02
179,172.20.1.253,52.112.231.39,8,186.0,230,54,28.662,40.096,0.137
180,172.20.1.253,52.113.194.132,26,110.462,774,54,6.564,118.876,0.0
181,172.20.1.253,52.113.199.177,2,55.0,55,55,45.049,45.049,45.049
182,172.20.1.253,52.114.104.171,2,55.0,55,55,45.044,45.044,45.044
183,172.20.1.253,52.114.76.233,13,207.692,315,54,16.108,40.009,0.082
184,172.20.1.253,52.114.92.94,2,55.0,55,55,45.04,45.04,45.04
185,172.20.1.253,52.114.92.99,13,302.692,1494,54,0.013,0.047,0.0
186,172.20.1.253,52.58.228.255,10,194.0,768,54,0.019,0.032,0.0
187,172.20.1.253,52.58.232.245,61,1065.0,1514,54,0.014,0.362,0.0
188,172.20.1.253,52.98.145.98,2,55.0,55,55,45.046,45.046,45.046
189,172.20.1.254,224.0.0.251,1,60.0,60,60,,,
190,172.20.1.255,224.0.0.252,1,60.0,60,60,,,
191,172.20.1.255,239.255.255.250,9,198.667,216,60,15.378,109.817,1.001
192,172.20.1.32,239.255.255.250,8,215.0,215,215,17.576,116.978,1.004
193,172.20.1.36,224.0.0.251,2,60.0,60,60,38.993,38.993,38.993
194,172.20.1.36,224.0.0.252,3,60.0,60,60,77.75,132.497,23.004
195,172.20.1.36,239.255.255.250,3,60.0,60,60,39.747,56.996,22.497
196,172.20.1.38,224.0.0.251,3,60.0,60,60,17.254,21.008,13.5
197,172.20.1.38,224.0.0.252,4,60.0,60,60,50.003,124.0,8.503
198,172.20.1.38,239.255.255.250,5,60.0,60,60,35.123,64.99,4.507
199,172.20.110.4,255.255.255.255,4,276.0,276,276,60.082,60.117,60.063
200,172.20.110.5,255.255.255.255,3,277.0,277,277,60.024,60.024,60.023
201,172.20.110.6,255.255.255.255,3,276.0,276,276,60.02,60.021,60.019
202,172.20.110.7,255.255.255.255,3,277.0,277,277,60.024,60.025,60.023
203,172.20.110.8,255.255.255.255,3,277.0,277,277,60.022,60.026,60.018
204,172.20.110.9,255.255.255.255,3,276.0,276,276,60.026,60.028,60.024
205,172.20.2.102,224.0.0.252,3,60.0,60,60,73.509,123.508,23.509
206,172.20.70.155,224.0.0.251,1,60.0,60,60,,,
207,172.20.80.130,172.20.255.255,12,92.0,92,92,10.506,61.954,0.751
208,172.20.80.130,224.0.0.252,21,64.571,66,60,7.418,44.497,0.0
209,172.20.80.199,224.0.0.251,1,60.0,60,60,,,
210,172.20.80.216,224.0.0.251,69,170.014,226,60,2.711,35.587,0.0
211,172.20.80.219,224.0.0.251,1,60.0,60,60,,,
212,172.20.80.219,228.5.6.7,4,60.0,60,60,27.943,67.987,7.626
213,172.20.80.220,224.0.0.251,1,60.0,60,60,,,
214,172.20.80.220,228.5.6.7,3,60.0,60,60,42.042,73.019,11.064
215,172.20.80.223,224.0.0.251,48,247.917,330,60,3.485,35.579,0.0
216,172.20.80.225,226.10.12.64,6,60.0,60,60,35.604,89.713,1.219
217,172.20.80.225,239.192.166.16,1,130.0,130,130,,,
218,172.20.80.225,239.192.169.98,20,126.0,126,126,10.527,11.002,10.0
219,172.20.80.225,239.192.95.180,3,60.0,60,60,24.187,35.84,12.535
220,172.20.80.227,228.5.6.7,1,60.0,60,60,,,
221,172.20.80.228,224.0.0.251,65,165.862,222,60,2.878,29.162,0.0
222,172.20.80.233,224.0.0.251,1,60.0,60,60,,,
223,172.20.80.235,224.0.0.251,10,159.0,159,159,20.024,20.217,19.88
224,172.20.80.236,224.0.0.251,1,60.0,60,60,,,
225,172.20.80.240,224.0.0.251,1,60.0,60,60,,,
226,172.20.80.240,228.5.6.7,3,60.0,60,60,42.683,65.256,20.109
227,172.20.80.241,228.5.6.7,2,60.0,60,60,17.285,17.285,17.285
228,172.20.80.252,224.0.0.251,1,60.0,60,60,,,
229,172.20.80.253,224.0.0.251,2,60.0,60,60,115.758,115.758,115.758
230,172.20.80.35,224.0.0.252,3,60.0,60,60,63.505,87.013,39.996
231,172.20.80.36,224.0.0.252,5,60.0,60,60,32.124,48.002,10.499
232,172.20.80.54,224.0.0.251,1,60.0,60,60,,,
233,172.20.80.54,224.0.0.252,1,60.0,60,60,,,
234,172.20.90.101,228.7.7.7,9,60.0,60,60,20.386,40.614,5.928
235,177.190.80.211,10.200.0.130,92,128.087,162,102,2.202,5.453,0.069
236,178.139.98.127,10.200.0.130,63,132.667,162,118,3.226,5.71,0.009
237,18.196.193.167,10.200.0.130,27,60.0,60,60,3.427,19.034,0.085
238,188.240.171.66,10.200.0.130,234,147.641,350,118,0.858,6.037,0.002
239,188.85.170.50,10.200.0.130,172,150.674,366,98,1.17,4.91,0.0
240,195.146.129.36,10.200.0.130,223,149.874,354,118,0.888,6.438,0.003
241,195.77.90.146,10.200.0.130,205,155.132,354,122,0.986,9.068,0.0
242,197.230.3.138,10.200.0.130,4200,133.492,354,118,0.048,3.643,0.0
243,2.18.230.189,10.200.0.130,2,72.5,85,60,0.355,0.355,0.355
244,20.140.56.70,172.20.1.253,1,60.0,60,60,,,
245,20.189.173.1,172.20.1.253,8,670.125,1514,60,0.069,0.162,0.0
246,20.42.65.85,172.20.1.253,13,159.077,480,60,11.665,36.287,0.0
247,20.42.73.27,172.20.1.253,6,64.0,66,60,20.721,24.332,10.409
248,200.61.225.74,10.200.0.130,120,129.867,162,102,1.68,5.938,0.0
249,204.79.197.222,172.20.1.253,1,60.0,60,60,,,
250,204.79.197.254,172.20.1.253,1,60.0,60,60,,,
251,213.233.70.5,10.200.0.130,328,139.683,358,98,0.598,6.886,0.0
252,213.4.210.241,10.200.0.130,632,157.544,370,130,0.321,1.297,0.0
253,213.81.158.76,10.200.0.130,214,150.056,354,102,0.943,6.245,0.0
254,218.104.39.10,10.200.0.130,396,149.727,370,98,0.497,5.229,0.0
255,223.71.132.50,10.200.0.130,196,142.204,322,102,1.032,6.205,0.0
256,3.121.184.27,10.200.0.130,2405,217.494,223,106,0.084,0.812,0.0
257,3.127.159.109,172.20.1.253,10,627.9,1514,60,0.026,0.083,0.0
258,3.64.207.203,172.20.1.253,11,408.0,1514,60,0.017,0.069,0.0
259,31.30.6.114,10.200.0.130,238,151.059,354,102,0.823,6.779,0.0
260,40.115.19.176,10.200.0.130,18,494.889,1454,60,10.604,141.084,0.0
261,40.115.19.176,172.20.1.253,8,549.25,1514,60,0.035,0.085,0.0
262,46.26.120.122,10.200.0.130,230,147.861,354,102,0.869,7.128,0.002
263,5.249.120.14,10.200.0.130,49398,200.94,1126,118,0.004,0.204,0.0
264,52.111.231.0,172.20.1.253,5,70.4,100,60,19.299,45.048,0.008
265,52.112.231.39,172.20.1.253,12,224.0,391,60,18.248,39.971,0.09
266,52.113.194.132,172.20.1.253,39,1123.538,1514,60,4.318,81.747,0.0
267,52.113.199.177,172.20.1.253,3,64.0,66,60,40.377,45.05,35.704
268,52.114.104.171,172.20.1.253,3,64.0,66,60,40.618,45.047,36.19
269,52.114.76.233,172.20.1.253,17,522.0,1178,60,12.087,40.057,0.088
270,52.114.92.94,172.20.1.253,3,64.0,66,60,38.687,45.039,32.335
271,52.114.92.99,172.20.1.253,12,616.75,1514,60,0.011,0.048,0.0
272,52.58.228.255,172.20.1.253,10,440.9,1514,60,0.016,0.049,0.0
273,52.58.232.245,172.20.1.253,36,272.667,1514,60,0.023,0.389,0.0
274,52.97.211.178,172.20.1.253,1,60.0,60,60,,,
275,52.98.145.98,172.20.1.253,3,64.0,66,60,41.402,45.046,37.758
276,54.93.159.191,10.200.0.130,27,699.333,1454,60,2.192,42.709,0.0
277,58.17.243.50,10.200.0.130,189,153.979,366,118,1.068,5.711,0.0
278,59.42.52.154,10.200.0.130,405,147.884,1454,66,0.496,2.501,0.0
279,61.161.234.10,10.200.0.130,295,147.302,446,98,0.68,4.53,0.0
280,70.91.248.233,10.200.0.130,546,125.868,162,118,0.37,4.493,0.0
281,77.224.241.97,10.200.0.130,224,148.857,354,102,0.896,9.704,0.0
282,79.151.33.115,10.200.0.130,116,131.483,162,102,1.743,6.037,0.017
283,80.187.118.180,10.200.0.130,140,146.0,258,118,1.406,4.637,0.0
284,80.36.58.192,10.200.0.130,152,130.316,162,102,1.312,7.548,0.0
285,81.20.104.234,10.200.0.130,218,148.312,350,118,0.889,7.018,0.004
286,82.222.185.238,10.200.0.130,233,149.742,354,102,0.852,6.728,0.0
287,84.125.8.250,10.200.0.130,229,160.777,370,118,0.876,7.034,0.0
288,84.91.2.178,10.200.0.130,4291,133.482,358,118,0.047,4.514,0.0
289,85.22.146.234,10.200.0.130,255,148.698,354,102,0.792,6.201,0.001
290,86.109.113.102,10.200.0.130,223,148.457,354,102,0.888,5.669,0.0
291,87.103.21.171,10.200.0.130,48,106.333,118,102,4.255,7.299,0.029
292,90.235.68.213,10.200.0.130,21056,186.029,1014,118,0.01,0.12,0.0
293,94.73.60.80,10.200.0.130,47730,153.923,464,106,0.004,0.22,0.0
294,ArubaHewlett_ea:f0:50,LLDP_Multicast,7,299.0,299,299,29.999,30.0,29.998
295,ArubaHewlett_ea:f0:50,PVST+,101,64.0,64,64,2.0,2.035,1.964
296,ArubaHewlett_ea:f0:50,Spanning-tree-(for-bridges)_00,101,60.0,60,60,2.0,2.035,1.964
297,ArubaHewlett_ea:f0:75,LLDP_Multicast,7,290.0,290,290,29.999,30.0,29.999
298,ArubaHewlett_ea:f0:75,PVST+,101,64.0,64,64,2.0,2.035,1.964
299,Dell_0b:49:a0,VMware_b2:7d:0d,7,42.0,42,42,28.136,42.22,0.732
300,Dell_0b:49:a0,VMware_b2:b8:aa,6,42.0,42,42,35.1,61.495,6.712
301,Dell_97:22:b8,Broadcast,5,60.0,60,60,30.25,118.465,0.543
302,HewlettPacka_06:ea:93,Broadcast,10,60.0,60,60,2.554,12.385,0.59
303,HewlettPacka_0a:26:61,All-FCF-MACs,50,60.0,60,60,4.085,8.009,1.98
304,HewlettPacka_0a:26:63,All-FCF-MACs,50,60.0,60,60,3.962,8.009,1.999
305,HewlettPacka_20:69:d6,Broadcast,3,60.0,60,60,56.458,107.985,4.932
306,HewlettPacka_5b:69:18,Broadcast,13,60.0,60,60,15.68,90.177,0.998
307,HewlettPacka_7c:7d:64,Broadcast,4,60.0,60,60,24.624,54.53,0.105
308,HewlettPacka_b4:f1:a1,All-FCF-MACs,50,60.0,60,60,3.963,8.009,2.0
309,HewlettPacka_b4:f1:a3,All-FCF-MACs,51,60.0,60,60,3.924,8.01,1.999
310,HewlettPacka_c6:25:11,All-FCF-MACs,50,60.0,60,60,3.961,8.012,1.992
311,HewlettPacka_c6:25:13,All-FCF-MACs,51,60.0,60,60,3.923,8.009,1.999
312,HewlettPacka_c6:33:c1,All-FCF-MACs,50,60.0,60,60,4.084,8.007,1.999
313,HewlettPacka_c6:33:c3,All-FCF-MACs,51,60.0,60,60,4.043,8.009,1.998
314,PeplinkInter_0c:d0:f1,VMware_b2:18:cb,3,60.0,60,60,62.313,118.785,5.84
315,VMware_98:25:cd,Broadcast,1,60.0,60,60,,,
316,VMware_98:25:ce,Broadcast,1,60.0,60,60,,,
317,VMware_b2:03:5a,Broadcast,1,60.0,60,60,,,
318,VMware_b2:08:1b,Broadcast,3,60.0,60,60,0.804,0.973,0.635
319,VMware_b2:15:bf,Broadcast,5,60.0,60,60,34.014,57.936,11.554
320,VMware_b2:18:cb,Broadcast,2,60.0,60,60,6.484,6.484,6.484
321,VMware_b2:18:cb,PeplinkInter_0c:d0:f1,2,60.0,60,60,118.785,118.785,118.785
322,VMware_b2:2e:f7,Broadcast,31,60.0,60,60,4.596,47.023,0.009
323,VMware_b2:33:0b,Broadcast,10,60.0,60,60,22.477,61.761,0.0
324,VMware_b2:35:6c,Broadcast,1,60.0,60,60,,,
325,VMware_b2:38:65,Broadcast,1,60.0,60,60,,,
326,VMware_b2:39:d2,Broadcast,7,60.0,60,60,11.747,65.479,0.999
327,VMware_b2:41:9c,Broadcast,6,60.0,60,60,1.0,1.002,0.999
328,VMware_b2:43:12,Broadcast,1,60.0,60,60,,,
329,VMware_b2:43:4c,Broadcast,1,60.0,60,60,,,
330,VMware_b2:45:59,Broadcast,25,60.0,60,60,2.375,12.488,0.511
331,VMware_b2:5a:93,Broadcast,21,60.0,60,60,2.385,12.37,0.609
332,VMware_b2:63:2e,Broadcast,1,60.0,60,60,,,
333,VMware_b2:69:a8,Broadcast,18,60.0,60,60,7.708,57.998,1.001
334,VMware_b2:6c:52,Broadcast,5,60.0,60,60,36.127,73.506,4.152
335,VMware_b2:70:83,Broadcast,1,60.0,60,60,,,
336,VMware_b2:70:e9,Broadcast,3,60.0,60,60,58.76,64.035,53.486
337,VMware_b2:73:3b,Broadcast,53,60.0,60,60,3.812,27.58,0.11
338,VMware_b2:7d:0d,Broadcast,471,60.0,60,60,0.43,1.029,0.0
339,VMware_b2:7d:0d,Dell_0b:49:a0,7,60.0,60,60,28.136,42.22,0.732
340,VMware_b2:84:3f,Broadcast,18,60.0,60,60,7.708,57.997,0.99
341,VMware_b2:87:68,Broadcast,13,60.0,60,60,2.292,12.149,0.844
342,VMware_b2:8d:a4,Broadcast,1,60.0,60,60,,,
343,VMware_b2:8f:af,Broadcast,24,60.0,60,60,8.223,120.692,0.874
344,VMware_b2:92:58,Broadcast,5,60.0,60,60,40.711,95.246,0.001
345,VMware_b2:96:0e,Broadcast,1,60.0,60,60,,,
346,VMware_b2:98:66,Broadcast,33,60.0,60,60,6.314,44.612,0.001
347,VMware_b2:a0:09,Broadcast,37,60.0,60,60,3.578,52.618,0.792
348,VMware_b2:a4:8e,Broadcast,21,60.0,60,60,2.385,12.355,0.641
