Time,MarkersValid,TrolleyPos,Hoistpos,NoOfMarkers,m1,m2,m3,m4,m5,m6
,True,28.286,4.959,8,"(63188,63334)","(68754,63389)","(66088,63524)","(110403,116507)","(104450,118273)","(129134,119603)"
,True,28.286,4.959,8,"(63185,63328)","(68753,63383)","(66088,63518)","(100857,103036)","(122288,109650)","(119459,109809)"
,True,28.286,4.959,8,"(63170,63344)","(68738,63398)","(66072,63532)","(123673,105054)","(116847,105320)","(129837,115902)"
,True,28.286,4.959,5,"(63190,63361)","(68757,63414)","(66094,63553)","(97803,109620)","(106499,122547)","(16639,118817)"
,True,28.286,4.959,5,"(63194,63380)","(68761,63434)","(66100,63576)","(119597,112340)","(117681,113592)","(119139,108947)"
,True,28.286,4.959,8,"(63200,63376)","(68768,63431)","(66107,63569)","(105541,111320)","(105588,118562)","(105519,121753)"
,True,28.286,4.959,3,"(63197,63350)","(68763,63404)","(66103,63540)","(129727,99081)","(88517,122779)","(114359,128831)"
,True,28.286,4.959,7,"(63188,63326)","(68754,63383)","(66090,63515)","(66043,100028)","(112467,116210)","(87310,118188)"
,True,28.286,4.959,5,"(63196,63316)","(68763,63372)","(66099,63505)","(94944,118161)","(109913,126870)","(114073,117076)"
,True,28.286,4.959,6,"(63201,63338)","(68768,63394)","(66106,63528)","(122329,105059)","(46772,108943)","(114744,127186)"
,False,28.286,4.959,7,"(63215,63353)","(68782,63407)","(66123,63548)","(106612,96778)","(85446,98473)","(97157,108435)"
,False,28.286,4.959,7,"(63215,63353)","(68782,63407)","(66123,63548)","(106612,96778)","(85446,98473)","(97157,108435)"
,True,28.286,4.959,6,"(63210,63358)","(68777,63411)","(66117,63553)","(92973,116637)","(108008,120433)","(115626,130584)"
,True,28.286,4.959,5,"(63203,63349)","(68770,63402)","(66111,63543)","(73675,101886)","(106903,122396)","(122148,119787)"
,True,28.286,4.959,5,"(63203,63349)","(68770,63402)","(66111,63543)","(73675,101886)","(106903,122396)","(122148,119787)"
,False,28.286,4.959,5,"(63200,63333)","(68769,63386)","(66105,63524)","(92295,115472)","(129492,123019)","(91764,121702)"
,True,28.286,4.959,4,"(63197,63327)","(68765,63381)","(66099,63518)","(104623,98826)","(102216,105418)","(59128,106258)"
,True,28.286,4.959,6,"(63209,63340)","(68775,63394)","(66111,63531)","(119405,116241)","(125706,123462)","(79895,124113)"
,True,28.286,4.959,6,"(63205,63343)","(68773,63396)","(66109,63532)","(127813,94508)","(48441,109463)","(129725,127410)"
,True,28.286,4.959,11,"(63208,63342)","(68776,63397)","(66113,63531)","(120222,107495)","(120341,116181)","(116636,121555)"
,True,28.286,4.959,9,"(63213,63330)","(68781,63386)","(66117,63520)","(105060,99440)","(111274,100998)","(121414,106912)"
,True,28.286,4.959,5,"(63208,63309)","(68776,63360)","(66110,63495)","(127358,102706)","(67295,128666)","(81946,113611)"
,True,28.286,4.959,5,"(63216,63307)","(68783,63357)","(66119,63494)","(117410,111050)","(67773,112049)","(101210,124640)"
,True,28.286,4.959,8,"(63219,63316)","(68787,63370)","(66125,63508)","(107061,100288)","(66432,100856)","(84275,106859)"
,True,28.286,4.959,6,"(63220,63322)","(68786,63375)","(66127,63514)","(106678,97688)","(55721,125983)","(94980,128913)"
,True,28.286,4.959,6,"(63236,63316)","(68803,63368)","(66143,63509)","(106949,100453)","(108702,114906)","(81389,122361)"
,True,28.286,4.959,7,"(63227,63302)","(68795,63352)","(66134,63494)","(114632,97902)","(51107,105282)","(122027,125041)"
,True,28.286,4.959,4,"(63223,63292)","(68791,63346)","(66127,63484)","(48296,127341)","(111049,113050)","(123587,114327)"
,False,28.287,4.959,7,"(63220,63313)","(68787,63365)","(66125,63505)","(123135,102839)","(115643,106273)","(128137,123877)"
,False,28.287,4.959,7,"(63220,63313)","(68787,63365)","(66125,63505)","(123135,102839)","(115643,106273)","(128137,123877)"
,True,28.287,4.959,8,"(63213,63336)","(68779,63389)","(66117,63526)","(113815,105302)","(112187,107302)","(47363,109438)"
,True,28.287,4.959,9,"(63224,63363)","(68791,63414)","(66128,63555)","(79439,106399)","(116863,106979)","(95444,108754)"
,True,28.287,4.959,9,"(63224,63363)","(68791,63414)","(66128,63555)","(79439,106399)","(116863,106979)","(95444,108754)"
,True,28.287,4.959,4,"(63219,63386)","(68785,63439)","(66124,63578)","(94258,105799)","(110902,107874)","(121437,123147)"
,True,28.287,4.959,5,"(63216,63385)","(68785,63439)","(66121,63578)","(89557,113459)","(124803,125246)","(119705,115162)"
,True,28.287,4.959,8,"(63205,63389)","(68772,63445)","(66108,63583)","(7502,104443)","(114011,115925)","(100284,119676)"
,True,28.287,4.959,6,"(63196,63397)","(68763,63454)","(66096,63589)","(74927,99797)","(127517,101280)","(50881,112765)"
,True,28.287,4.959,7,"(63194,63410)","(68763,63464)","(66094,63603)","(84484,102939)","(50791,108068)","(120253,118210)"
,False,28.287,4.959,9,"(63189,63443)","(68759,63498)","(66093,63639)","(53344,107278)","(96476,109090)","(52890,110430)"
,False,28.287,4.959,9,"(63189,63443)","(68759,63498)","(66093,63639)","(53344,107278)","(96476,109090)","(52890,110430)"
,False,28.287,4.959,8,"(63190,63457)","(68758,63514)","(66093,63653)","(108819,101888)","(63267,108905)","(120428,111112)"
,True,28.287,4.959,5,"(63190,63465)","(68757,63521)","(66094,63662)","(107079,112126)","(123225,125369)","(127218,127093)"
,True,28.287,4.959,5,"(63190,63465)","(68757,63521)","(66094,63662)","(107079,112126)","(123225,125369)","(127218,127093)"
,True,28.287,4.959,8,"(63185,63467)","(68753,63524)","(66089,63665)","(61702,96741)","(95314,100082)","(96481,114847)"
,True,28.287,4.959,5,"(63183,63463)","(68751,63518)","(66085,63658)","(106332,117352)","(117167,129265)","(91581,129744)"
,True,28.287,4.959,7,"(63180,63473)","(68747,63529)","(66082,63670)","(102282,100067)","(115253,107546)","(84801,118924)"
,True,28.287,4.959,5,"(63175,63492)","(68745,63546)","(66081,63690)","(121945,102241)","(96870,113199)","(68029,120265)"
,True,28.287,4.959,3,"(63168,63506)","(68738,63562)","(66073,63706)","(100988,112133)","(76171,118274)","(121387,121111)"
,True,28.287,4.959,5,"(63163,63512)","(68731,63569)","(66067,63711)","(102889,111513)","(44245,116227)","(108947,114968)"
,True,28.287,4.959,4,"(63153,63510)","(68722,63567)","(66059,63707)","(84731,113395)","(112179,109194)","(106839,110516)"
,True,28.287,4.959,4,"(63144,63506)","(68712,63562)","(66047,63701)","(91541,128837)","(108959,125770)","(88292,109330)"
,True,28.287,4.959,4,"(63144,63506)","(68712,63562)","(66047,63701)","(91541,128837)","(108959,125770)","(88292,109330)"
,True,28.287,4.959,5,"(63140,63508)","(68710,63566)","(66046,63708)","(100720,117748)","(121017,118996)","(80603,124078)"
,True,28.291,4.959,8,"(63137,63496)","(68703,63550)","(66039,63694)","(86595,109096)","(115430,110257)","(94287,117662)"
,True,28.291,4.959,8,"(63137,63496)","(68703,63550)","(66039,63694)","(86595,109096)","(115430,110257)","(94287,117662)"
,False,28.291,4.959,15,"(63133,63509)","(68700,63567)","(66036,63707)","(81695,100458)","(114939,105010)","(59166,105948)"
,False,28.291,4.959,7,"(63130,63508)","(68699,63565)","(66035,63707)","(108490,94009)","(58321,107199)","(125106,107358)"
,False,28.291,4.959,7,"(63130,63508)","(68699,63565)","(66035,63707)","(108490,94009)","(58321,107199)","(125106,107358)"
,True,28.291,4.959,3,"(63126,63499)","(68695,63556)","(66030,63698)","(80600,108246)","(126502,125933)","(104528,128070)"
,True,28.291,4.959,3,"(63133,63502)","(68702,63562)","(66040,63704)","(124146,129438)","(118786,111798)","(127847,125483)"
,True,28.291,4.959,3,"(63133,63502)","(68702,63562)","(66040,63704)","(124146,129438)","(118786,111798)","(127847,125483)"
,True,28.292,4.959,7,"(63135,63511)","(68704,63569)","(66042,63712)","(130244,108865)","(83789,109421)","(114057,114054)"
,True,28.291,4.959,7,"(63141,63507)","(68708,63564)","(66045,63705)","(74018,104860)","(127836,111610)","(99518,114834)"
,True,28.293,4.959,5,"(63129,63498)","(68695,63554)","(66029,63696)","(116209,106133)","(70586,107045)","(98869,119901)"
,True,28.293,4.959,5,"(63129,63498)","(68695,63554)","(66029,63696)","(116209,106133)","(70586,107045)","(98869,119901)"
,True,28.291,4.959,5,"(63115,63482)","(68685,63540)","(66017,63682)","(129390,106988)","(62699,117905)","(84617,117455)"
,True,28.293,4.959,5,"(63116,63470)","(68685,63529)","(66016,63666)","(70035,112484)","(109024,115278)","(121146,115148)"
,True,28.293,4.959,8,"(63123,63471)","(68690,63529)","(66021,63667)","(127813,112047)","(128216,113592)","(129222,117162)"
,True,28.293,4.959,8,"(63125,63485)","(68694,63543)","(66025,63685)","(122026,94183)","(117015,99492)","(18998,112886)"
,True,28.293,4.959,3,"(63134,63493)","(68700,63548)","(66033,63692)","(52211,103589)","(90939,118672)","(122801,129836)"
,True,28.293,4.959,3,"(63134,63493)","(68700,63548)","(66033,63692)","(52211,103589)","(90939,118672)","(122801,129836)"
,True,28.295,4.959,8,"(63138,63456)","(68706,63516)","(66037,63653)","(111565,111384)","(107313,119755)","(100228,123325)"
,True,28.419,4.959,5,"(63124,62771)","(68689,62827)","(66023,62943)","(102890,105313)","(102135,127290)","(120002,122906)"
,True,28.419,4.959,5,"(63124,62771)","(68689,62827)","(66023,62943)","(102890,105313)","(102135,127290)","(120002,122906)"
,True,28.423,4.959,5,"(63161,62651)","(68727,62705)","(66062,62819)","(87865,115906)","(128418,123250)","(122982,120527)"
,True,28.376,4.959,6,"(63137,62985)","(68702,63036)","(66038,63168)","(106734,102048)","(120949,118970)","(124316,125473)"
,True,28.376,4.959,6,"(63137,62985)","(68702,63036)","(66038,63168)","(106734,102048)","(120949,118970)","(124316,125473)"
,True,28.385,4.959,8,"(63168,62905)","(68734,62961)","(66072,63080)","(112764,100775)","(111543,104836)","(95626,122950)"
,True,28.385,4.959,8,"(63168,62905)","(68734,62961)","(66072,63080)","(112764,100775)","(111543,104836)","(95626,122950)"
,True,28.396,4.959,8,"(63187,62882)","(68752,62937)","(66094,63064)","(110710,100867)","(85108,108176)","(102807,109090)"
,True,28.396,4.959,8,"(63187,62882)","(68752,62937)","(66094,63064)","(110710,100867)","(85108,108176)","(102807,109090)"
,True,28.387,4.959,8,"(63192,62963)","(68759,63018)","(66100,63149)","(102099,107842)","(101040,111482)","(125151,114290)"
,True,28.387,4.959,7,"(63189,62907)","(68754,62964)","(66098,63089)","(128657,104500)","(46714,112112)","(118557,118365)"
,True,28.391,4.959,8,"(63187,62829)","(68753,62885)","(66089,63003)","(69191,107399)","(126758,110736)","(128902,113114)"
,True,28.387,4.959,8,"(63185,62870)","(68752,62926)","(66089,63044)","(42057,100473)","(91228,107269)","(112921,122947)"
,True,28.389,4.959,6,"(63188,62866)","(68754,62923)","(66088,63043)","(122564,103649)","(119814,125501)","(93691,126172)"
,True,28.391,4.959,5,"(63185,62853)","(68754,62904)","(66086,63028)","(102990,122074)","(118149,129237)","(100653,130657)"
,True,28.387,4.959,8,"(63200,62911)","(68769,62964)","(66106,63090)","(120284,107039)","(54278,108682)","(81305,113873)"
,True,28.391,4.959,4,"(63198,62842)","(68766,62897)","(66097,63020)","(129743,127955)","(69619,121108)","(48693,125167)"
,True,28.389,4.959,9,"(63196,62825)","(68763,62881)","(66094,63002)","(88465,100608)","(77849,118583)","(117445,121085)"
,True,28.387,4.959,7,"(63207,62838)","(68773,62891)","(66107,63012)","(107347,95011)","(95247,119811)","(118989,121770)"
,True,28.391,4.959,4,"(63210,62774)","(68777,62830)","(66108,62950)","(120399,103917)","(87037,114428)","(94730,117722)"
,True,28.391,4.959,4,"(63210,62774)","(68777,62830)","(66108,62950)","(120399,103917)","(87037,114428)","(94730,117722)"
,True,28.389,4.959,3,"(63214,62842)","(68780,62896)","(66116,63017)","(122433,105238)","(122781,111195)","(107827,126311)"
,True,28.389,4.959,4,"(63219,62843)","(68786,62896)","(66123,63019)","(82915,111168)","(108527,114629)","(84516,125750)"
,True,28.393,4.959,7,"(63203,62796)","(68771,62846)","(66101,62972)","(99521,111220)","(45733,111968)","(99328,117930)"
,True,28.389,4.952,6,"(63190,62794)","(68755,62848)","(66085,62965)","(93482,115130)","(112540,119444)","(119726,122945)"
,True,28.389,4.952,6,"(63190,62794)","(68755,62848)","(66085,62965)","(93482,115130)","(112540,119444)","(119726,122945)"
,True,28.391,4.923,7,"(63245,62700)","(68810,62753)","(66150,62870)","(126980,102245)","(108485,105251)","(103205,106589)"
,True,28.398,4.867,5,"(63235,62686)","(68795,62740)","(66122,62876)","(106722,112785)","(114790,128817)","(39846,119606)"
,True,28.388,4.777,9,"(63274,62750)","(68834,62804)","(66141,62952)","(127158,98395)","(48522,103852)","(47986,105677)"
,True,28.388,4.777,9,"(63274,62750)","(68834,62804)","(66141,62952)","(127158,98395)","(48522,103852)","(47986,105677)"
,True,28.388,4.777,9,"(63274,62750)","(68834,62804)","(66141,62952)","(127158,98395)","(48522,103852)","(47986,105677)"
,True,28.392,4.767,8,"(63240,62753)","(68798,62807)","(66108,62957)","(107024,102574)","(65794,111481)","(83186,119551)"
,True,28.399,4.768,5,"(63273,62711)","(68831,62764)","(66140,62920)","(129615,100935)","(78151,114780)","(113372,100005)"
,True,28.386,4.769,4,"(63315,62795)","(68873,62849)","(66183,63010)","(108981,102071)","(113555,108988)","(90966,126962)"
,True,28.399,4.769,5,"(63270,62679)","(68829,62735)","(66139,62888)","(36458,106832)","(111731,118704)","(61912,119807)"
,True,28.394,4.769,8,"(63252,62697)","(68810,62751)","(66120,62905)","(38622,97496)","(108629,102814)","(66677,112110)"
,True,28.388,4.769,6,"(63257,62747)","(68815,62798)","(66127,62952)","(98564,109143)","(128336,120216)","(107477,125165)"
,True,28.397,4.769,5,"(63327,62687)","(68887,62744)","(66196,62890)","(42670,125452)","(55534,127462)","(57434,104493)"
,True,28.392,4.769,7,"(63283,62767)","(68842,62822)","(66150,62978)","(110951,103712)","(128940,106652)","(77801,116559)"
,True,28.392,4.769,7,"(63235,62777)","(68793,62832)","(66100,62989)","(107537,103834)","(114965,110148)","(67929,115459)"
,True,28.397,4.769,5,"(63259,62764)","(68820,62818)","(66126,62970)","(60102,124211)","(117604,124305)","(110180,107360)"
,True,28.397,4.769,5,"(63259,62764)","(68820,62818)","(66126,62970)","(60102,124211)","(117604,124305)","(110180,107360)"
,True,28.39,4.769,7,"(63246,62821)","(68806,62875)","(66114,63030)","(111757,108809)","(34522,115497)","(129605,120976)"
,True,28.395,4.77,9,"(63293,62796)","(68853,62850)","(66159,63004)","(43719,107911)","(54430,109298)","(102736,110170)"
,True,28.395,4.77,6,"(63261,62799)","(68822,62854)","(66127,63010)","(57498,97848)","(108167,111411)","(123966,129541)"
,True,28.39,4.77,7,"(63212,62852)","(68770,62906)","(66079,63064)","(126700,109296)","(111933,113102)","(90856,121602)"
,True,28.395,4.774,7,"(63231,62835)","(68790,62890)","(66097,63045)","(125815,112843)","(117236,114294)","(119388,124849)"
,True,28.392,4.78,8,"(63226,62876)","(68784,62932)","(66094,63088)","(113228,103729)","(110521,105904)","(119845,117495)"
,True,28.391,4.788,3,"(63232,62905)","(68790,62961)","(66101,63120)","(120605,119435)","(103734,111344)","(71152,115917)"
,True,28.395,4.795,5,"(63221,62868)","(68779,62924)","(66089,63079)","(49815,97868)","(122830,120650)","(118123,115381)"
,True,28.392,4.798,6,"(63202,62876)","(68761,62933)","(66073,63079)","(104732,110353)","(102423,111739)","(100746,125485)"
,True,28.391,4.8,4,"(63208,62864)","(68766,62920)","(66076,63072)","(64792,113841)","(26652,97498)","(75655,105383)"
,True,28.395,4.803,5,"(63216,62863)","(68776,62918)","(66086,63068)","(125784,106996)","(47404,113253)","(97072,127192)"
,True,28.392,4.807,5,"(63183,62932)","(68742,62988)","(66049,63143)","(61379,101298)","(126976,127851)","(112331,129309)"
,True,28.392,4.808,8,"(63208,62930)","(68770,62988)","(66075,63142)","(121055,105613)","(128032,105595)","(98451,112204)"
,False,28.393,4.81,5,"(63167,62933)","(68728,62991)","(66034,63143)","(122883,127484)","(110248,129345)","(21097,124046)"
,False,28.393,4.81,5,"(63167,62933)","(68728,62991)","(66034,63143)","(122883,127484)","(110248,129345)","(21097,124046)"
,True,28.393,4.813,8,"(63175,62939)","(68735,62996)","(66039,63150)","(104643,101777)","(91320,115006)","(107209,117280)"
,True,28.392,4.815,4,"(63174,62900)","(68735,62955)","(66038,63108)","(117669,113663)","(88556,125507)","(96674,127428)"
,True,28.392,4.815,4,"(63174,62900)","(68735,62955)","(66038,63108)","(117669,113663)","(88556,125507)","(96674,127428)"
,True,28.393,4.818,5,"(63190,62898)","(68750,62955)","(66055,63104)","(124145,104976)","(107314,113902)","(98035,110846)"
,True,28.392,4.828,9,"(63152,62937)","(68714,62995)","(66020,63142)","(75215,103440)","(124563,105822)","(115777,113021)"
,True,28.392,4.855,8,"(63136,62930)","(68699,62985)","(66022,63126)","(34971,100159)","(100354,108444)","(118606,112915)"
,True,28.393,4.905,8,"(63149,62979)","(68712,63033)","(66053,63166)","(89825,107143)","(96256,111057)","(104353,115937)"
,True,28.391,4.972,6,"(63197,63016)","(68766,63072)","(66118,63206)","(95307,119275)","(124726,125802)","(124478,126311)"
,True,28.393,5.054,5,"(63683,63008)","(69258,63063)","(66720,63187)","(126573,104754)","(57173,125032)","(67148,113960)"
,True,28.393,5.054,5,"(63683,63008)","(69258,63063)","(66720,63187)","(126573,104754)","(57173,125032)","(67148,113960)"
,True,28.393,5.099,5,"(63906,63005)","(69488,63059)","(66991,63183)","(109143,103874)","(84578,127978)","(93806,106279)"
,True,28.391,5.098,8,"(63726,62998)","(69307,63048)","(66775,63172)","(80108,116714)","(115084,117358)","(125293,118402)"
,True,28.391,5.098,8,"(63726,62998)","(69307,63048)","(66775,63172)","(80108,116714)","(115084,117358)","(125293,118402)"
,True,28.391,5.098,8,"(63726,62998)","(69307,63048)","(66775,63172)","(80108,116714)","(115084,117358)","(125293,118402)"
,True,28.393,5.098,7,"(63672,62990)","(69253,63041)","(66716,63167)","(126119,107692)","(82850,112257)","(115757,123356)"
,True,28.391,5.098,5,"(63692,63025)","(69272,63075)","(66735,63199)","(111590,101541)","(120586,123421)","(54438,120985)"
,True,28.393,5.098,5,"(63691,63022)","(69270,63073)","(66725,63202)","(107079,109590)","(116086,113614)","(74155,113631)"
,True,28.394,5.098,5,"(63698,63048)","(69279,63096)","(66744,63223)","(109825,105645)","(130211,107175)","(55863,109504)"
,True,28.391,5.098,5,"(63673,63082)","(69255,63131)","(66716,63267)","(108538,108755)","(130114,121854)","(95658,116404)"
,True,28.393,5.098,6,"(63655,63014)","(69237,63064)","(66694,63197)","(106496,118389)","(37549,124118)","(75911,124573)"
,False,28.394,5.097,5,"(63653,63007)","(69233,63058)","(66689,63185)","(89370,116447)","(76150,124803)","(98162,115251)"
,True,28.391,5.097,4,"(63669,62998)","(69249,63049)","(66703,63174)","(97777,103051)","(98504,115486)","(64489,112077)"
,True,28.396,5.096,5,"(63653,62978)","(69234,63027)","(66687,63152)","(35581,104874)","(66012,128618)","(111146,126064)"
,True,28.393,5.096,5,"(63625,63047)","(69204,63094)","(66656,63228)","(90089,114277)","(117896,119314)","(67955,120760)"
,True,28.392,5.095,10,"(63635,63056)","(69212,63104)","(66664,63235)","(113611,103180)","(103747,114261)","(66770,118017)"
,True,28.396,5.076,5,"(63584,63028)","(69161,63081)","(66601,63204)","(75358,120094)","(106624,129160)","(49510,129390)"
,True,28.393,5.045,4,"(63469,63048)","(69042,63095)","(66451,63224)","(35315,121333)","(124913,118605)","(114011,118779)"
,True,28.393,5.045,4,"(63469,63048)","(69042,63095)","(66451,63224)","(35315,121333)","(124913,118605)","(114011,118779)"
,True,28.392,5.032,5,"(63346,63011)","(68918,63064)","(66311,63189)","(44395,112240)","(6762,113293)","(110227,115965)"
,True,28.392,5.032,5,"(63346,63011)","(68918,63064)","(66311,63189)","(44395,112240)","(6762,113293)","(110227,115965)"
,True,28.393,5.032,5,"(63372,62979)","(68945,63030)","(66346,63154)","(113308,105002)","(70205,117534)","(84675,123066)"
,True,28.393,5.032,5,"(63372,62979)","(68945,63030)","(66346,63154)","(113308,105002)","(70205,117534)","(84675,123066)"
,True,28.393,5.032,5,"(63438,63047)","(69012,63097)","(66423,63226)","(107907,98866)","(98780,120669)","(77508,130252)"
,True,28.393,5.032,9,"(63439,63048)","(69013,63099)","(66426,63231)","(123537,111379)","(107601,112027)","(80271,113956)"
,True,28.394,5.031,7,"(63459,63055)","(69031,63109)","(66448,63244)","(99173,102702)","(119061,106638)","(128680,118498)"
,True,28.394,5.005,6,"(63298,63059)","(68870,63109)","(66246,63247)","(93583,112053)","(119243,128786)","(95758,128979)"
,True,28.394,4.975,7,"(63133,63011)","(68699,63063)","(66039,63193)","(97249,114106)","(57536,116150)","(111083,116525)"
,True,28.394,4.975,5,"(63181,62979)","(68749,63028)","(66092,63157)","(112777,101097)","(107661,114670)","(109810,114258)"
,True,28.391,4.975,6,"(63149,62985)","(68716,63033)","(66054,63162)","(47908,103791)","(66813,115558)","(130128,119270)"
,True,28.394,4.975,3,"(63097,62960)","(68664,63011)","(65988,63137)","(107891,103807)","(71441,114023)","(114241,116804)"
,True,28.394,4.949,9,"(63104,62979)","(68671,63027)","(65993,63155)","(55345,102680)","(111583,109875)","(67184,112562)"
,True,28.396,4.805,5,"(62836,63197)","(68389,63224)","(65625,63414)","(94995,102142)","(125589,110516)","(127090,127674)"
,True,28.392,4.678,7,"(62945,63250)","(68502,63279)","(65733,63484)","(104733,99583)","(89169,104144)","(69299,116219)"
,True,28.392,4.678,7,"(62945,63250)","(68502,63279)","(65733,63484)","(104733,99583)","(89169,104144)","(69299,116219)"
,True,28.392,4.678,7,"(62945,63250)","(68502,63279)","(65733,63484)","(104733,99583)","(89169,104144)","(69299,116219)"
,True,28.395,4.672,6,"(62886,63264)","(68442,63297)","(65674,63514)","(111983,114970)","(83445,120060)","(38245,130694)"
,True,28.395,4.673,8,"(62909,63230)","(68463,63263)","(65700,63471)","(114316,101574)","(63932,108472)","(97377,113268)"
,True,28.39,4.674,7,"(62837,63267)","(68389,63298)","(65630,63512)","(62071,98507)","(82090,100736)","(75657,118452)"
,True,28.397,4.674,6,"(62921,63204)","(68475,63234)","(65715,63443)","(97024,116000)","(84364,118550)","(126797,124610)"
,True,28.394,4.674,8,"(62889,63228)","(68440,63258)","(65685,63470)","(38039,100300)","(92121,113307)","(81872,124761)"
,True,28.391,4.674,5,"(62803,63271)","(68356,63299)","(65598,63515)","(40337,110854)","(103795,121433)","(105423,109756)"
,True,28.395,4.674,3,"(62892,63238)","(68443,63265)","(65685,63484)","(128314,98453)","(93182,102547)","(62712,107466)"
,True,28.396,4.674,7,"(62835,63218)","(68390,63248)","(65630,63460)","(117217,100086)","(84894,106093)","(118113,119140)"
,True,28.39,4.674,6,"(62812,63203)","(68364,63231)","(65606,63441)","(111010,104726)","(116641,116559)","(129534,117055)"
,True,28.395,4.674,6,"(62867,63138)","(68422,63162)","(65660,63368)","(105470,101622)","(50083,105918)","(110276,109856)"
,True,28.395,4.674,6,"(62867,63138)","(68422,63162)","(65660,63368)","(105470,101622)","(50083,105918)","(110276,109856)"
,True,28.395,4.674,7,"(62788,63144)","(68343,63168)","(65580,63376)","(78074,110265)","(92273,112273)","(52944,114790)"
,True,28.392,4.674,6,"(62850,63164)","(68403,63190)","(65639,63401)","(66166,103530)","(125430,110923)","(70755,126753)"
,True,28.395,4.674,6,"(62826,63180)","(68381,63203)","(65615,63422)","(39871,100596)","(103878,107310)","(95905,128803)"
,True,28.392,4.674,4,"(62785,63202)","(68338,63228)","(65573,63448)","(82326,106670)","(82289,109030)","(129771,117281)"
,True,28.392,4.674,5,"(62810,63171)","(68366,63199)","(65597,63415)","(93094,114291)","(121250,126574)","(56448,115962)"
,True,28.394,4.674,7,"(62810,63121)","(68366,63150)","(65598,63362)","(71447,113617)","(86427,117212)","(114577,117236)"
,True,28.392,4.674,4,"(62840,63097)","(68393,63126)","(65627,63330)","(119731,122165)","(115156,111741)","(123194,111743)"
,True,28.395,4.674,4,"(62807,63067)","(68363,63093)","(65598,63300)","(114739,102768)","(79856,120677)","(128667,123178)"
,True,28.395,4.674,6,"(62847,63092)","(68401,63118)","(65637,63328)","(104563,99365)","(68837,127140)","(116070,129820)"
,True,28.392,4.674,7,"(62830,63117)","(68385,63143)","(65622,63352)","(96930,103789)","(50436,108370)","(103132,116189)"
,True,28.395,4.674,6,"(62862,63125)","(68414,63147)","(65654,63364)","(88549,104834)","(91312,112327)","(117482,120929)"
,True,28.395,4.674,4,"(62858,63121)","(68407,63145)","(65648,63360)","(50761,111657)","(92469,127894)","(120818,128365)"
,True,28.392,4.674,11,"(62833,63110)","(68386,63136)","(65625,63345)","(91022,100619)","(113098,102776)","(95209,106709)"
,True,28.395,4.674,5,"(62871,63072)","(68423,63096)","(65665,63308)","(120123,102680)","(42963,106572)","(92281,115414)"
,True,28.395,4.674,5,"(62871,63072)","(68423,63096)","(65665,63308)","(120123,102680)","(42963,106572)","(92281,115414)"
,True,28.392,4.674,5,"(62864,63080)","(68417,63106)","(65657,63316)","(110825,122815)","(112497,125068)","(78960,110428)"
,True,28.395,4.674,8,"(62894,63087)","(68446,63113)","(65689,63321)","(108579,102621)","(60521,108804)","(89115,121546)"
,True,28.395,4.674,8,"(62894,63087)","(68446,63113)","(65689,63321)","(108579,102621)","(60521,108804)","(89115,121546)"
,True,28.392,4.674,6,"(62886,63098)","(68440,63121)","(65683,63336)","(126190,102702)","(117032,106041)","(57575,129724)"
,True,28.392,4.674,7,"(62901,63122)","(68454,63145)","(65693,63361)","(108903,110661)","(41566,113361)","(118527,117949)"
,True,28.392,4.674,7,"(62909,63099)","(68464,63125)","(65705,63337)","(113121,104826)","(91231,108750)","(70231,113858)"
,True,28.395,4.674,5,"(62929,63082)","(68482,63110)","(65722,63319)","(115646,105012)","(85438,107861)","(76739,124404)"
,True,28.392,4.674,6,"(62982,63062)","(68534,63085)","(65769,63293)","(121570,100700)","(89605,122518)","(94990,123470)"
,True,28.392,4.674,8,"(62968,63055)","(68524,63077)","(65764,63286)","(118087,105807)","(110397,108957)","(116075,109922)"
,True,28.395,4.674,5,"(62996,63061)","(68552,63083)","(65790,63288)","(105790,97560)","(110703,116887)","(67658,114784)"
,True,28.392,4.674,6,"(63036,63063)","(68589,63085)","(65826,63279)","(89580,115496)","(43425,124373)","(70613,130557)"
,True,28.395,4.674,8,"(63025,63064)","(68578,63082)","(65816,63268)","(96836,101992)","(123698,106342)","(112102,110202)"
,True,28.394,4.674,7,"(63063,63054)","(68616,63076)","(65851,63248)","(76475,109409)","(76930,110981)","(65458,121695)"
,True,28.394,4.674,7,"(63063,63054)","(68616,63076)","(65851,63248)","(76475,109409)","(76930,110981)","(65458,121695)"
,True,28.394,4.674,6,"(63051,63036)","(68605,63058)","(65839,63225)","(114740,112316)","(121219,113326)","(99260,128258)"
,True,28.394,4.674,6,"(63051,63036)","(68605,63058)","(65839,63225)","(114740,112316)","(121219,113326)","(99260,128258)"
,True,28.395,4.674,3,"(63062,63008)","(68614,63027)","(65851,63197)","(66655,101421)","(96470,102995)","(60609,113432)"
,True,28.392,4.674,6,"(63101,63003)","(68653,63023)","(65891,63189)","(117789,100533)","(109895,108013)","(107339,123709)"
,True,28.395,4.674,4,"(63083,63002)","(68637,63019)","(65874,63187)","(125468,116797)","(101936,106337)","(92016,116083)"
,True,28.394,4.674,3,"(63123,63010)","(68674,63032)","(65913,63201)","(97744,107853)","(96203,116241)","(52464,122924)"
,True,28.394,4.674,5,"(63099,63032)","(68650,63058)","(65889,63223)","(118096,105089)","(93636,129513)","(65678,127198)"
