Time,MarkersValid,TrolleyPos,Hoistpos,NoOfMarkers,m1,m2,m3,m4,m5,m6
,True,28.394,4.674,5,"(63099,63032)","(68650,63058)","(65889,63223)","(118096,105089)","(93636,129513)","(65678,127198)"
,True,28.392,4.674,5,"(63128,63026)","(68683,63052)","(65919,63218)","(110216,104218)","(128256,107748)","(103114,129204)"
,True,28.392,4.747,6,"(63142,63031)","(68697,63054)","(65940,63248)","(48059,100371)","(89716,115648)","(60704,121922)"
,True,28.39,4.901,7,"(63153,62978)","(68712,62997)","(65949,63138)","(108475,102271)","(102320,104736)","(4282,115234)"
,True,28.39,4.901,7,"(63153,62978)","(68712,62997)","(65949,63138)","(108475,102271)","(102320,104736)","(4282,115234)"
,True,28.39,5.08,7,"(63074,62866)","(65827,62887)","(68647,62882)","(70867,113669)","(98057,117556)","(120592,119207)"
,True,28.39,5.08,7,"(63074,62866)","(65827,62887)","(68647,62882)","(70867,113669)","(98057,117556)","(120592,119207)"
,True,28.396,5.232,8,"(63058,62858)","(68655,62880)","(65850,62968)","(104555,100173)","(85383,104398)","(68799,105742)"
,True,28.396,5.232,8,"(63058,62858)","(68655,62880)","(65850,62968)","(104555,100173)","(85383,104398)","(68799,105742)"
,True,28.396,5.232,8,"(63058,62858)","(68655,62880)","(65850,62968)","(104555,100173)","(85383,104398)","(68799,105742)"
,True,28.386,5.416,6,"(63064,62896)","(68677,62926)","(65855,63016)","(127698,101938)","(94691,119647)","(95333,120095)"
,True,28.392,5.633,4,"(63050,62829)","(65848,62878)","(68688,62866)","(66432,98326)","(68482,104668)","(101340,115204)"
,True,28.391,5.883,5,"(62939,62961)","(68610,63008)","(65772,63112)","(65416,111841)","(83879,125080)","(121528,123135)"
,True,28.391,6.162,5,"(62848,62961)","(68545,63013)","(65679,63072)","(117611,105936)","(99111,128167)","(127642,120459)"
,True,28.391,6.444,5,"(62764,63034)","(65608,63105)","(68502,63093)","(46756,105841)","(57551,126902)","(75682,120862)"
,True,28.396,6.747,6,"(62740,63197)","(68514,63263)","(65622,63395)","(102374,115984)","(109793,124148)","(93745,130035)"
,True,28.389,7.045,7,"(62625,63262)","(65497,63379)","(68432,63331)","(108303,113998)","(128081,116150)","(76223,117079)"
,True,28.393,7.38,4,"(62481,63349)","(65361,63438)","(68333,63426)","(125054,114509)","(122598,120833)","(83682,128242)"
,True,28.393,7.711,8,"(62442,63524)","(68334,63607)","(65384,63743)","(124936,109186)","(62135,118290)","(118525,120672)"
,True,28.389,8.087,6,"(62335,63585)","(65261,63712)","(68269,63671)","(114159,104426)","(108886,112854)","(60123,128690)"
,True,28.391,8.52,8,"(62258,63635)","(65209,63732)","(68252,63723)","(113392,108050)","(122035,109501)","(125696,111376)"
,True,28.393,8.984,6,"(62277,63802)","(68336,63889)","(65304,64069)","(125035,108850)","(116874,109555)","(69159,127896)"
,True,28.395,9.399,7,"(62136,63740)","(65142,63864)","(68247,63827)","(71756,97518)","(97192,107357)","(127597,111021)"
,True,28.392,9.624,4,"(62143,63746)","(65172,63849)","(68292,63833)","(119946,108009)","(126694,127898)","(103211,126581)"
,True,28.392,9.624,4,"(62143,63746)","(65172,63849)","(68292,63833)","(119946,108009)","(126694,127898)","(103211,126581)"
,True,28.389,9.812,5,"(62229,63868)","(68401,63951)","(65305,64137)","(75560,108956)","(81440,112764)","(107326,121880)"
,True,28.27,10.187,4,"(62174,64430)","(65239,64535)","(68394,64513)","(127723,116774)","(110790,119299)","(96089,129084)"
,True,28.27,10.187,4,"(62174,64430)","(65239,64535)","(68394,64513)","(127723,116774)","(110790,119299)","(96089,129084)"
,True,27.788,10.762,4,"(62094,67686)","(68400,67771)","(65199,68041)","(98843,115993)","(60577,106243)","(83524,122317)"
,False,27.048,11.512,3,"(62053,72453)","(68461,72535)","(65236,72974)","(85604,107593)","(85849,110484)","(109912,119175)"
,False,27.048,11.512,3,"(62053,72453)","(68461,72535)","(65236,72974)","(85604,107593)","(85849,110484)","(109912,119175)"
,True,26.16,12.317,5,"(62157,77986)","(68704,78056)","(65389,78741)","(28112,116254)","(102589,122007)","(61734,122612)"
,True,25.643,12.915,8,"(62089,80330)","(68742,80392)","(65386,81079)","(96658,113498)","(126110,113532)","(56329,117444)"
,True,25.534,13.333,4,"(62208,78350)","(68915,78403)","(65587,78747)","(99349,123787)","(118363,119570)","(98638,126793)"
,True,25.56,13.556,6,"(62332,75145)","(69066,75191)","(65646,76010)","(80279,118489)","(95172,127906)","(96940,129482)"
,True,25.727,13.603,4,"(62437,69661)","(69183,69695)","(65758,70073)","(106360,116273)","(100817,119560)","(100684,125443)"
,True,25.859,13.601,6,"(66073,63729)","(62675,63930)","(69411,63959)","(73960,113594)","(65299,120362)","(118383,123560)"
,True,25.79,13.601,6,"(62641,60267)","(69376,60302)","(65973,60449)","(100037,120736)","(47129,121701)","(103126,127099)"
,True,25.488,13.601,4,"(62660,58147)","(65962,58135)","(69408,58171)","(108824,111914)","(79910,130623)","(42603,121628)"
,True,25.054,13.601,8,"(66231,56701)","(62836,57061)","(69577,57081)","(55334,109963)","(59437,119793)","(59414,124222)"
,True,24.554,13.601,4,"(62741,57345)","(66090,57284)","(69484,57366)","(123340,119760)","(49999,124170)","(52032,128067)"
,True,24.041,13.601,4,"(65930,57835)","(62609,57935)","(69357,57958)","(128147,122737)","(105594,126836)","(105233,128992)"
,True,23.584,13.601,5,"(62546,58431)","(65913,58345)","(69287,58458)","(122477,123447)","(119601,127596)","(101785,126928)"
,True,23.193,13.601,5,"(65952,58607)","(62607,58794)","(69347,58822)","(125789,125260)","(108025,127884)","(108991,129821)"
,True,22.84,13.601,5,"(62494,59419)","(65841,59536)","(69241,59457)","(92926,123905)","(111540,130587)","(46025,130262)"
,True,22.554,13.601,3,"(65715,59427)","(62377,59535)","(69114,59568)","(60536,125826)","(117214,129707)","(46025,130262)"
,True,22.296,13.601,4,"(65617,59772)","(62282,59876)","(69020,59924)","(94921,126715)","(77389,129664)","(46025,130262)"
,True,22.296,13.601,4,"(65617,59772)","(62282,59876)","(69020,59924)","(94921,126715)","(77389,129664)","(46025,130262)"
,True,22.057,13.601,3,"(62215,60385)","(68954,60430)","(65553,60521)","(101871,130104)","(92207,130020)","(46025,130262)"
,True,21.838,13.601,3,"(62184,60730)","(65521,60691)","(68915,60775)","(78288,130027)","(92207,130020)","(46025,130262)"
,True,21.838,13.601,3,"(62184,60730)","(65521,60691)","(68915,60775)","(78288,130027)","(92207,130020)","(46025,130262)"
,True,21.349,13.601,3,"(62052,63269)","(65377,63214)","(68790,63309)","(78288,130027)","(92207,130020)","(46025,130262)"
,True,20.507,13.719,3,"(61958,68798)","(68713,68848)","(65291,69382)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,19.431,14.032,3,"(61618,74687)","(68431,74745)","(64976,75112)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,18.18,14.527,3,"(61508,82366)","(68427,82423)","(64924,83312)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,18.18,14.527,3,"(61508,82366)","(68427,82423)","(64924,83312)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,16.607,15.221,3,"(61353,90938)","(68409,91002)","(64838,92232)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,15.044,16.089,3,"(61254,99210)","(68503,99293)","(64823,101098)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,13.862,17.164,3,"(61206,101060)","(68664,101135)","(64941,102507)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,13.06,18.405,3,"(61125,98296)","(68835,98380)","(64936,100222)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,12.399,19.828,3,"(61237,90881)","(69248,90946)","(65191,92319)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,11.859,21.355,3,"(61459,79774)","(69807,79834)","(65663,80276)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,11.859,21.355,3,"(61459,79774)","(69807,79834)","(65663,80276)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,11.111,22.72,3,"(61509,69905)","(70192,69943)","(65799,70695)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,9.911,23.915,3,"(66165,60918)","(61656,61186)","(70680,61216)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,8.503,24.898,3,"(66370,54439)","(61676,55045)","(71008,55057)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,6.9,25.712,3,"(66604,51715)","(61844,51911)","(71441,51909)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,5.042,26.323,3,"(66674,50805)","(61775,51727)","(71583,51713)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,2.925,26.762,3,"(66985,55877)","(61949,56315)","(71885,56284)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,2.925,26.762,3,"(66985,55877)","(61949,56315)","(71885,56284)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,0.918,26.994,3,"(61108,60700)","(71132,60679)","(66059,60902)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,-0.841,27.056,3,"(66429,61249)","(61334,61685)","(71374,61677)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,-2.298,27.115,3,"(60955,60422)","(71020,60444)","(65910,60528)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,-3.496,27.029,3,"(65747,56310)","(60750,56592)","(70791,56632)","(55579,129877)","(92207,130020)","(46025,130262)"
,True,-4.541,26.735,3,"(65537,51015)","(60597,51780)","(70522,51863)","(117704,110608)","(92207,130020)","(46025,130262)"
,True,-5.551,26.269,3,"(65067,47217)","(60270,47940)","(70033,48046)","(126117,112915)","(129827,114539)","(46025,130262)"
,True,-5.551,26.269,3,"(65067,47217)","(60270,47940)","(70033,48046)","(126117,112915)","(129827,114539)","(46025,130262)"
,True,-6.65,25.591,3,"(64786,46317)","(60016,46960)","(69559,47084)","(125762,121179)","(129827,114539)","(46025,130262)"
,True,-6.65,25.591,3,"(64786,46317)","(60016,46960)","(69559,47084)","(125762,121179)","(129827,114539)","(46025,130262)"
,True,-7.683,24.745,3,"(64702,46023)","(60186,46982)","(69443,47117)","(112543,125506)","(123691,122725)","(97708,122935)"
,True,-7.683,24.745,3,"(64702,46023)","(60186,46982)","(69443,47117)","(112543,125506)","(123691,122725)","(97708,122935)"
,True,-8.709,23.693,3,"(64598,47262)","(60207,47974)","(69154,48108)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-9.687,22.474,3,"(64284,50475)","(60059,50684)","(68658,50832)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-10.581,21.077,3,"(64420,51612)","(60403,52292)","(68641,52437)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-11.367,19.762,3,"(64490,54798)","(60563,54920)","(68489,55042)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-12.135,18.538,3,"(64669,57220)","(60941,57284)","(68592,57394)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-12.759,17.451,3,"(64907,58686)","(61237,58912)","(68662,59015)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-13.329,16.477,3,"(61574,60925)","(68805,61016)","(65160,61175)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-13.849,15.598,3,"(65276,62037)","(61780,62102)","(68847,62177)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-14.233,14.853,3,"(62115,62715)","(65582,62810)","(69047,62776)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-14.568,14.189,3,"(62270,63125)","(69093,63173)","(65638,63371)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-14.827,13.622,3,"(62495,62794)","(65848,62743)","(69223,62837)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.043,13.167,3,"(62691,62565)","(69347,62602)","(66024,62723)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.263,12.842,3,"(62766,62491)","(66030,62603)","(69372,62517)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.458,12.43,3,"(62951,62167)","(66262,62116)","(69492,62193)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.656,11.833,3,"(62897,62401)","(69343,62421)","(66106,62582)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.857,11.015,3,"(62960,62592)","(66102,62698)","(69284,62613)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.007,10.063,3,"(63012,62410)","(66142,62356)","(69194,62435)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.171,8.927,3,"(62985,62740)","(69009,62768)","(65968,62952)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.336,7.787,3,"(62941,62973)","(65879,62988)","(68826,62998)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.453,6.829,3,"(62958,63005)","(65858,63059)","(68721,63027)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.595,5.931,3,"(62769,63396)","(68436,63421)","(65564,63556)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.698,5.184,3,"(62714,63561)","(65494,63642)","(68296,63581)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.772,4.541,3,"(62667,63484)","(65388,63522)","(68176,63506)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.865,4.029,3,"(62568,63895)","(68026,63915)","(65269,64125)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.933,3.63,3,"(62516,63883)","(65216,63884)","(67929,63901)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.976,3.386,3,"(62428,63969)","(67818,63984)","(65086,64109)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.976,3.386,3,"(62428,63969)","(67818,63984)","(65086,64109)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.043,3.201,3,"(62370,64249)","(67744,64263)","(65014,64445)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.086,2.971,3,"(62379,64258)","(65031,64311)","(67726,64270)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.11,2.883,3,"(62515,64293)","(67852,64316)","(65143,64425)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.152,2.808,3,"(62851,64536)","(68183,64578)","(65494,64733)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.194,2.734,3,"(62960,64628)","(65640,64698)","(68287,64665)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.214,2.658,3,"(62887,64689)","(65529,64774)","(68204,64734)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.214,2.658,3,"(62887,64689)","(65529,64774)","(68204,64734)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.25,2.584,3,"(62894,64799)","(65531,64771)","(68208,64835)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.25,2.584,3,"(62894,64799)","(65531,64771)","(68208,64835)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.254,2.51,3,"(62878,64807)","(65515,64799)","(68189,64847)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.254,2.51,3,"(62878,64807)","(65515,64799)","(68189,64847)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.254,2.51,3,"(62878,64807)","(65515,64799)","(68189,64847)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.241,2.499,3,"(62894,64768)","(65529,64766)","(68207,64809)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.258,2.5,3,"(62888,64858)","(65525,64858)","(68199,64898)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.258,2.5,3,"(62888,64858)","(65525,64858)","(68199,64898)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.233,2.501,3,"(62899,64689)","(65535,64683)","(68211,64726)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.261,2.566,3,"(62884,64872)","(65518,64876)","(68199,64911)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.261,2.566,3,"(62884,64872)","(65518,64876)","(68199,64911)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.261,2.566,3,"(62884,64872)","(65518,64876)","(68199,64911)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.251,2.716,3,"(62881,64844)","(65519,64852)","(68202,64880)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,2.865,3,"(62778,65144)","(68118,65161)","(65430,65412)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,2.865,3,"(62778,65144)","(68118,65161)","(65430,65412)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,2.865,3,"(62778,65144)","(68118,65161)","(65430,65412)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.257,3.033,3,"(62728,65267)","(68082,65268)","(65400,65438)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.251,3.35,3,"(62595,65053)","(65267,65003)","(67989,65038)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.251,3.35,3,"(62595,65053)","(65267,65003)","(67989,65038)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.253,3.881,3,"(62573,65201)","(68025,65178)","(65297,65315)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.25,4.562,3,"(62478,65392)","(68005,65359)","(65229,65620)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.255,5.672,3,"(62340,65156)","(65116,65145)","(67975,65113)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.244,6.552,3,"(62367,65063)","(65259,65099)","(68129,65012)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.26,8.097,3,"(68089,65296)","(62165,65346)","(65074,65578)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.245,9.562,3,"(62221,64972)","(68340,64923)","(65290,65063)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.244,11.09,3,"(62085,64710)","(65211,64677)","(68413,64665)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.249,12.582,3,"(62081,64808)","(68640,64775)","(65343,65016)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,14.104,3,"(62037,64513)","(68849,64489)","(65437,64667)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,15.597,3,"(61989,64137)","(65495,64106)","(69061,64136)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.24,15.597,3,"(61989,64137)","(65495,64106)","(69061,64136)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.242,17.085,3,"(61972,64076)","(69328,64094)","(65664,64199)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.159,18.607,3,"(61868,63458)","(69530,63506)","(65664,63697)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-17.159,18.607,3,"(61868,63458)","(69530,63506)","(65664,63697)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.758,20.1,3,"(65859,59669)","(61842,59818)","(69841,59898)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-16.052,21.621,3,"(65797,53625)","(61611,53966)","(69981,54079)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-15.14,23.113,3,"(66069,45795)","(61689,46308)","(70477,46444)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-13.992,24.665,3,"(66439,36045)","(61755,37087)","(71010,37253)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-12.614,26.101,3,"(66549,24277)","(61639,26122)","(71428,26316)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-11.372,27.534,3,"(66525,17712)","(61313,19585)","(71652,19806)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-10.545,28.794,3,"(66487,20341)","(61002,21702)","(71853,21953)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-9.909,29.955,3,"(66426,27742)","(60750,29247)","(72055,29534)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-9.909,29.955,3,"(66426,27742)","(60750,29247)","(72055,29534)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-9.218,30.911,3,"(66316,39574)","(60408,41010)","(72115,41328)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-8.193,31.683,3,"(59897,52460)","(65952,52330)","(71983,52826)","(108990,129524)","(123691,122725)","(97708,122935)"
,True,-6.843,32.279,5,"(59497,60964)","(71887,61356)","(65654,61655)","(124366,122882)","(128660,123252)","(97708,122935)"
,True,-6.843,32.279,5,"(59497,60964)","(71887,61356)","(65654,61655)","(124366,122882)","(128660,123252)","(97708,122935)"
,True,-4.229,32.678,3,"(59491,66653)","(65779,67061)","(72093,67055)","(123955,118490)","(123043,118510)","(97708,122935)"
,True,-4.229,32.678,3,"(59491,66653)","(65779,67061)","(72093,67055)","(123955,118490)","(123043,118510)","(97708,122935)"
,True,-4.229,32.678,3,"(59491,66653)","(65779,67061)","(72093,67055)","(123955,118490)","(123043,118510)","(97708,122935)"
,True,-3.479,32.894,3,"(59023,69327)","(71758,69725)","(65324,69952)","(126613,111938)","(123043,118510)","(97708,122935)"
,True,-1.492,32.928,3,"(59001,68053)","(71747,68443)","(65327,69107)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,0.629,32.764,3,"(59053,64962)","(71705,65293)","(65324,65564)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,2.431,32.416,3,"(59330,64880)","(65506,65049)","(71772,65162)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,2.431,32.416,3,"(59330,64880)","(65506,65049)","(71772,65162)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,4.372,31.872,3,"(59398,63849)","(71548,64081)","(65438,64314)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,6.021,31.152,3,"(59323,65209)","(71095,65400)","(65127,65874)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,7.612,30.226,3,"(59645,67488)","(70974,67640)","(65283,67902)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,9.016,29.133,3,"(59631,71103)","(70469,71203)","(64985,71735)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,10.242,27.855,3,"(60070,75445)","(70387,75510)","(65196,76472)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,11.437,26.37,3,"(60367,78648)","(70150,78673)","(65212,79682)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,12.61,24.873,3,"(60772,79885)","(70051,79891)","(65403,80691)","(121602,103061)","(123043,118510)","(97708,122935)"
,True,13.825,23.35,3,"(69969,79748)","(61129,79765)","(65541,80675)","(65599,80620)","(123043,118510)","(97708,122935)"
,True,15.005,21.858,3,"(61425,78310)","(69857,78282)","(65644,79177)","(65652,80323)","(123043,118510)","(97708,122935)"
,True,16.172,20.306,3,"(61617,75897)","(69670,75861)","(65624,76372)","(65652,80323)","(123043,118510)","(97708,122935)"
,True,17.227,18.858,3,"(69727,73750)","(62011,73799)","(65876,74298)","(65652,80323)","(123043,118510)","(97708,122935)"
,True,18.182,17.404,3,"(69552,71989)","(62138,72040)","(65847,72475)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,19.012,16.15,3,"(69469,70359)","(62303,70419)","(65883,70713)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,19.781,14.932,3,"(69309,69061)","(62356,69124)","(65831,69281)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,20.457,13.876,3,"(69156,68201)","(62383,68266)","(65769,68580)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,20.457,13.876,3,"(69156,68201)","(62383,68266)","(65769,68580)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,21.058,12.95,3,"(69007,67228)","(62389,67291)","(65696,67452)","(65794,73524)","(123043,118510)","(97708,122935)"
,True,21.611,12.084,3,"(62289,66741)","(68777,66680)","(65521,66859)","(103315,129558)","(97988,129359)","(73144,129794)"
,True,22.074,11.37,4,"(68695,66512)","(62314,66575)","(65499,66725)","(99628,126571)","(122677,127997)","(73144,129794)"
,True,22.488,10.759,3,"(68609,66686)","(62317,66743)","(65461,66963)","(109146,123212)","(122289,126150)","(110040,130241)"
,True,22.825,10.281,7,"(68460,66746)","(62235,66793)","(65324,66883)","(110572,123146)","(105032,126076)","(53785,127144)"
,True,23.147,9.855,4,"(68408,66990)","(62243,67029)","(65321,67207)","(123032,121041)","(122941,127429)","(127616,127545)"
,True,23.436,9.542,3,"(62200,67215)","(68323,67183)","(65242,67408)","(111892,127049)","(59968,130331)","(95101,128566)"
,True,23.725,9.404,5,"(68302,67086)","(62197,67113)","(65233,67294)","(104810,122307)","(92006,128928)","(122215,127124)"
,True,24.01,9.397,5,"(68305,66698)","(62198,66715)","(65240,66817)","(95073,119737)","(126186,126716)","(86001,121970)"
,True,24.01,9.397,5,"(68305,66698)","(62198,66715)","(65240,66817)","(95073,119737)","(126186,126716)","(86001,121970)"
,True,24.282,9.398,3,"(62115,66584)","(68219,66582)","(65144,66824)","(65449,115986)","(53466,119856)","(109222,127819)"
,True,24.506,9.398,5,"(62231,66188)","(68337,66193)","(65273,66359)","(123091,118864)","(111674,119412)","(105732,124784)"
,True,24.697,9.398,5,"(62272,65947)","(68376,65960)","(65305,66086)","(111864,113735)","(113260,121991)","(123084,125683)"
,True,24.862,9.398,4,"(62302,65798)","(68408,65818)","(65334,65950)","(51688,122883)","(8134,113083)","(122387,117071)"
,True,24.862,9.398,4,"(62302,65798)","(68408,65818)","(65334,65950)","(51688,122883)","(8134,113083)","(122387,117071)"
,True,25.007,9.398,6,"(62357,65678)","(68463,65707)","(65403,65902)","(42335,112220)","(124214,113983)","(106069,121996)"
,True,25.141,9.398,7,"(62429,65265)","(68536,65294)","(65463,65375)","(94670,113797)","(92811,118989)","(96871,123751)"
,True,25.271,9.398,6,"(62532,64961)","(68638,64998)","(65581,65094)","(98433,118588)","(119063,125394)","(123935,127456)"
,True,25.383,9.398,3,"(62596,64646)","(68705,64689)","(65650,64812)","(127901,110059)","(113676,116983)","(99197,124305)"
,True,25.483,9.398,5,"(62620,64298)","(68727,64339)","(65653,64438)","(127872,111624)","(83735,119858)","(100789,122717)"
,True,25.562,9.398,7,"(62702,63962)","(65761,64039)","(68808,64012)","(116187,118691)","(112381,120570)","(81770,122788)"
,True,25.562,9.398,7,"(62702,63962)","(65761,64039)","(68808,64012)","(116187,118691)","(112381,120570)","(81770,122788)"
,True,25.562,9.398,7,"(62702,63962)","(65761,64039)","(68808,64012)","(116187,118691)","(112381,120570)","(81770,122788)"
,True,25.624,9.398,8,"(62774,63793)","(65824,63916)","(68879,63846)","(57659,108224)","(94579,113942)","(61667,114670)"
,True,25.672,9.385,4,"(62784,63684)","(68889,63741)","(65825,63837)","(96638,118219)","(122795,118809)","(103148,125905)"
,True,25.707,9.339,7,"(62859,63471)","(65925,63543)","(68958,63527)","(111267,110214)","(81209,112495)","(70890,122971)"
,True,25.736,9.27,5,"(62838,63413)","(65878,63502)","(68925,63471)","(86782,122924)","(116507,129437)","(122364,129626)"
,True,25.758,9.196,5,"(62827,63370)","(68905,63428)","(65863,63499)","(61566,123696)","(99279,127813)","(41503,124980)"
,True,25.775,9.122,6,"(62832,63333)","(68899,63385)","(65872,63452)","(120500,108811)","(74284,111720)","(121016,128632)"
,True,25.775,9.122,6,"(62832,63333)","(68899,63385)","(65872,63452)","(120500,108811)","(74284,111720)","(121016,128632)"
,True,25.785,9.042,6,"(62757,63197)","(65772,63228)","(68812,63249)","(119235,111181)","(39374,118373)","(100952,124807)"
,True,25.801,8.944,6,"(62743,63276)","(65770,63407)","(68788,63324)","(107866,113859)","(126950,121658)","(67572,123873)"
,True,25.806,8.824,4,"(62677,63203)","(65684,63296)","(68705,63249)","(123586,119825)","(110855,122296)","(116057,127158)"
,True,25.815,8.704,5,"(62640,63136)","(65632,63197)","(68652,63184)","(55684,107378)","(109665,126921)","(129615,128593)"
