MarkersValid,TrolleyPos,Hoistpos,NoOfMarkers,m1,m2,m3,m4,m5,m6
True,29.199,11.466,3,"(64680,63212)","(64965,66235)","(64503,69160)","(64511,69146)","(64408,69140)","(64707,68565)"
True,29.177,11.466,4,"(126279,27023)","(64645,63269)","(64936,66290)","(64472,69216)","(64408,69140)","(64707,68565)"
True,29.177,11.466,4,"(126279,27023)","(64645,63269)","(64936,66290)","(64472,69216)","(64408,69140)","(64707,68565)"
True,29.174,11.466,3,"(64825,63271)","(65134,66293)","(64660,69219)","(64659,69219)","(64990,66293)","(64523,69217)"
True,29.156,11.466,3,"(64599,63231)","(64896,66255)","(64442,69180)","(64504,69182)","(64990,66293)","(64523,69217)"
True,29.156,11.466,3,"(64599,63231)","(64896,66255)","(64442,69180)","(64504,69182)","(64990,66293)","(64523,69217)"
True,29.155,11.466,3,"(64635,63201)","(64937,66225)","(64486,69150)","(64473,69154)","(64990,66293)","(64523,69217)"
True,29.155,11.466,3,"(64635,63201)","(64937,66225)","(64486,69150)","(64473,69154)","(64990,66293)","(64523,69217)"
True,29.153,11.466,3,"(64662,63095)","(64981,66118)","(64516,69046)","(64514,69050)","(64511,69058)","(64523,69217)"
True,29.153,11.466,3,"(64662,63095)","(64981,66118)","(64516,69046)","(64514,69050)","(64511,69058)","(64523,69217)"
True,29.147,11.466,3,"(64633,63021)","(64938,66039)","(64493,68966)","(64528,69025)","(64511,69058)","(64523,69217)"
True,29.143,11.466,3,"(64516,62911)","(64823,65933)","(64379,68859)","(64377,68867)","(64511,69058)","(64523,69217)"
True,29.143,11.466,3,"(64516,62911)","(64823,65933)","(64379,68859)","(64377,68867)","(64511,69058)","(64523,69217)"
True,29.144,11.466,3,"(64742,62762)","(65067,65778)","(64607,68712)","(64599,68717)","(64511,69058)","(64523,69217)"
True,29.132,11.466,3,"(64640,62678)","(64955,65692)","(64509,68622)","(64537,68635)","(64511,69058)","(64523,69217)"
True,29.132,11.466,3,"(64640,62678)","(64955,65692)","(64509,68622)","(64537,68635)","(64511,69058)","(64523,69217)"
True,29.093,11.466,3,"(64758,62538)","(65066,65553)","(64626,68484)","(64545,68507)","(64511,69058)","(64523,69217)"
True,29.008,11.491,3,"(65397,62441)","(65726,65454)","(65263,68390)","(65094,68420)","(64719,68462)","(64523,69217)"
True,29.008,11.491,3,"(65397,62441)","(65726,65454)","(65263,68390)","(65094,68420)","(64719,68462)","(64523,69217)"
True,28.885,11.642,3,"(65919,62368)","(66237,65392)","(65786,68337)","(65519,68352)","(64719,68462)","(64523,69217)"
True,28.756,11.828,3,"(66526,62286)","(66843,65322)","(66388,68280)","(66158,68291)","(66090,68298)","(64523,69217)"
True,28.756,11.828,3,"(66526,62286)","(66843,65322)","(66388,68280)","(66158,68291)","(66090,68298)","(64523,69217)"
True,28.618,12.06,3,"(67384,62220)","(67724,65269)","(67243,68241)","(66715,68267)","(66090,68298)","(64523,69217)"
True,28.443,12.305,3,"(67869,62205)","(68198,65272)","(67726,68263)","(67429,68249)","(66090,68298)","(64523,69217)"
True,28.443,12.305,3,"(67869,62205)","(68198,65272)","(67726,68263)","(67429,68249)","(66090,68298)","(64523,69217)"
True,28.257,12.53,3,"(68484,62219)","(68812,65303)","(68335,68305)","(67429,68249)","(66090,68298)","(64523,69217)"
True,28.071,12.64,3,"(69076,62233)","(69421,65330)","(68924,68347)","(67429,68249)","(66090,68298)","(64523,69217)"
True,28.071,12.64,3,"(69076,62233)","(69421,65330)","(68924,68347)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.877,12.637,3,"(69206,62326)","(69537,65419)","(69047,68426)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.656,12.637,3,"(69206,62383)","(69523,65479)","(69046,68488)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.656,12.637,3,"(69206,62383)","(69523,65479)","(69046,68488)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.414,12.65,3,"(69497,62506)","(69840,65603)","(69334,68606)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.13,12.789,3,"(69522,62612)","(69850,65716)","(69354,68733)","(67429,68249)","(66090,68298)","(64523,69217)"
True,27.13,12.789,3,"(69522,62612)","(69850,65716)","(69354,68733)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.832,13.012,3,"(69332,62734)","(69650,65855)","(69162,68881)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.832,13.012,3,"(69332,62734)","(69650,65855)","(69162,68881)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.49,13.236,3,"(69575,62885)","(69919,66027)","(69402,69068)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.49,13.236,3,"(69575,62885)","(69919,66027)","(69402,69068)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.114,13.444,3,"(69321,62958)","(69655,66114)","(69148,69170)","(67429,68249)","(66090,68298)","(64523,69217)"
True,26.114,13.444,3,"(69321,62958)","(69655,66114)","(69148,69170)","(67429,68249)","(66090,68298)","(64523,69217)"
True,25.721,13.698,3,"(69091,63073)","(69411,66246)","(68918,69316)","(67429,68249)","(66090,68298)","(64523,69217)"
True,25.721,13.698,3,"(69091,63073)","(69411,66246)","(68918,69316)","(67429,68249)","(66090,68298)","(64523,69217)"
True,25.317,13.995,3,"(69046,63131)","(69394,66329)","(68873,69422)","(67429,68249)","(66090,68298)","(64523,69217)"
True,24.847,14.306,3,"(68866,63150)","(69208,66367)","(68694,69478)","(67429,68249)","(66090,68298)","(64523,69217)"
True,24.847,14.306,3,"(68866,63150)","(69208,66367)","(68694,69478)","(67429,68249)","(66090,68298)","(64523,69217)"
True,24.379,14.599,3,"(68416,63179)","(68739,66425)","(68242,69559)","(67429,68249)","(66090,68298)","(64523,69217)"
True,23.84,14.942,3,"(68593,63186)","(68946,66453)","(68418,69614)","(67429,68249)","(66090,68298)","(64523,69217)"
True,23.84,14.942,3,"(68593,63186)","(68946,66453)","(68418,69614)","(67429,68249)","(66090,68298)","(64523,69217)"
True,23.293,15.302,3,"(68439,63167)","(68791,66464)","(68267,69650)","(67429,68249)","(66090,68298)","(64523,69217)"
True,22.707,15.754,3,"(68219,63156)","(68553,66487)","(68044,69700)","(67429,68249)","(66090,68298)","(64523,69217)"
True,22.707,15.754,3,"(68219,63156)","(68553,66487)","(68044,69700)","(67429,68249)","(66090,68298)","(64523,69217)"
True,22.082,16.347,3,"(68365,63011)","(68733,66388)","(68191,69656)","(67429,68249)","(66090,68298)","(64523,69217)"
True,21.475,17.026,3,"(67992,62859)","(68356,66292)","(67815,69615)","(67429,68249)","(66090,68298)","(64523,69217)"
True,21.475,17.026,3,"(67992,62859)","(68356,66292)","(67815,69615)","(67429,68249)","(66090,68298)","(64523,69217)"
True,20.861,17.767,3,"(67301,62668)","(67652,66163)","(67123,69547)","(67429,68249)","(66090,68298)","(64523,69217)"
True,20.861,17.767,3,"(67301,62668)","(67652,66163)","(67123,69547)","(67429,68249)","(66090,68298)","(64523,69217)"
True,20.213,18.551,3,"(66973,62434)","(67355,65997)","(66788,69450)","(67429,68249)","(66090,68298)","(64523,69217)"
True,20.213,18.551,3,"(66973,62434)","(67355,65997)","(66788,69450)","(67429,68249)","(66090,68298)","(64523,69217)"
True,19.516,19.309,3,"(66661,62190)","(67041,65826)","(66473,69346)","(67429,68249)","(66090,68298)","(64523,69217)"
True,19.516,19.309,3,"(66661,62190)","(67041,65826)","(66473,69346)","(67429,68249)","(66090,68298)","(64523,69217)"
True,18.775,20.049,3,"(66795,62039)","(67163,65741)","(66599,69333)","(67429,68249)","(66090,68298)","(64523,69217)"
True,18.775,20.049,3,"(66795,62039)","(67163,65741)","(66599,69333)","(67429,68249)","(66090,68298)","(64523,69217)"
True,17.896,20.808,3,"(67803,61898)","(68211,65677)","(67600,69344)","(67429,68249)","(66090,68298)","(64523,69217)"
True,17.003,21.559,3,"(68722,61870)","(69130,65730)","(68513,69466)","(67429,68249)","(66090,68298)","(64523,69217)"
True,17.003,21.559,3,"(68722,61870)","(69130,65730)","(68513,69466)","(67429,68249)","(66090,68298)","(64523,69217)"
True,16.115,22.329,3,"(69468,61717)","(69868,65655)","(69252,69477)","(67429,68249)","(66090,68298)","(64523,69217)"
True,15.22,23.051,3,"(70505,61412)","(70949,65434)","(70282,69337)","(69290,69491)","(66090,68298)","(64523,69217)"
True,15.22,23.051,3,"(70505,61412)","(70949,65434)","(70282,69337)","(69290,69491)","(66090,68298)","(64523,69217)"
True,14.26,23.832,3,"(71020,61224)","(71468,65338)","(70791,69330)","(69290,69491)","(66090,68298)","(64523,69217)"
True,13.354,24.586,3,"(71052,61092)","(71482,65297)","(70810,69379)","(69290,69491)","(66090,68298)","(64523,69217)"
True,13.354,24.586,3,"(71052,61092)","(71482,65297)","(70810,69379)","(69290,69491)","(66090,68298)","(64523,69217)"
True,12.416,25.336,3,"(71427,61057)","(71899,65365)","(71174,69543)","(69290,69491)","(66090,68298)","(64523,69217)"
True,11.429,25.976,3,"(71431,61169)","(71910,65571)","(71172,69834)","(71218,69728)","(66090,68298)","(64523,69217)"
True,11.429,25.976,3,"(71431,61169)","(71910,65571)","(71172,69834)","(71218,69728)","(66090,68298)","(64523,69217)"
True,10.412,26.37,3,"(71087,61217)","(71539,65670)","(70818,69980)","(71218,69728)","(66090,68298)","(64523,69217)"
True,9.353,26.591,3,"(70936,61251)","(71415,65739)","(70663,70085)","(71218,69728)","(66090,68298)","(64523,69217)"
True,9.353,26.591,3,"(70936,61251)","(71415,65739)","(70663,70085)","(71218,69728)","(66090,68298)","(64523,69217)"
True,8.221,26.618,3,"(70637,61528)","(71118,66021)","(70362,70362)","(71218,69728)","(66090,68298)","(64523,69217)"
True,8.221,26.618,3,"(70637,61528)","(71118,66021)","(70362,70362)","(71218,69728)","(66090,68298)","(64523,69217)"
True,7.096,26.617,3,"(70383,61700)","(70825,66200)","(70103,70542)","(70113,70437)","(66090,68298)","(64523,69217)"
True,7.096,26.617,3,"(70383,61700)","(70825,66200)","(70103,70542)","(70113,70437)","(66090,68298)","(64523,69217)"
True,5.867,26.617,3,"(70983,61866)","(71459,66369)","(70705,70702)","(70403,70646)","(66090,68298)","(64523,69217)"
True,5.867,26.617,3,"(70983,61866)","(71459,66369)","(70705,70702)","(70403,70646)","(66090,68298)","(64523,69217)"
True,4.55,26.617,3,"(71451,61931)","(71933,66430)","(71174,70765)","(70979,70695)","(70941,70676)","(64523,69217)"
True,4.55,26.617,3,"(71451,61931)","(71933,66430)","(71174,70765)","(70979,70695)","(70941,70676)","(64523,69217)"
True,3.267,26.617,3,"(71202,61945)","(71651,66443)","(70925,70776)","(70946,70781)","(70941,70676)","(64523,69217)"
True,2.01,26.617,3,"(70597,62032)","(71066,66532)","(70312,70868)","(70480,70807)","(70941,70676)","(64523,69217)"
True,2.01,26.617,3,"(70597,62032)","(71066,66532)","(70312,70868)","(70480,70807)","(70941,70676)","(64523,69217)"
True,0.752,26.617,4,"(114960,3147)","(69221,62067)","(69686,66565)","(68942,70900)","(70941,70676)","(64523,69217)"
True,-0.491,26.617,4,"(120625,3050)","(67557,62032)","(67983,66531)","(67280,70863)","(70941,70676)","(64523,69217)"
True,-0.491,26.617,4,"(120625,3050)","(67557,62032)","(67983,66531)","(67280,70863)","(70941,70676)","(64523,69217)"
True,-1.709,26.617,3,"(66316,61949)","(66759,66447)","(66038,70787)","(66728,70860)","(70941,70676)","(64523,69217)"
True,-2.783,26.617,4,"(129765,15310)","(63046,61889)","(63461,66388)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-2.783,26.617,4,"(129765,15310)","(63046,61889)","(63461,66388)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-3.628,26.617,3,"(58124,61692)","(58492,66190)","(57855,70535)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-4.455,26.609,3,"(54156,61518)","(54540,66017)","(53891,70370)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-4.455,26.609,3,"(54156,61518)","(54540,66017)","(53891,70370)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-5.383,26.493,3,"(51536,61379)","(51897,65867)","(51280,70211)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-5.383,26.493,3,"(51536,61379)","(51897,65867)","(51280,70211)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-6.331,26.248,3,"(50049,61142)","(50372,65591)","(49798,69905)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-6.331,26.248,3,"(50049,61142)","(50372,65591)","(49798,69905)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-7.135,25.875,3,"(48878,60993)","(49217,65393)","(48637,69663)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-7.135,25.875,3,"(48878,60993)","(49217,65393)","(48637,69663)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-7.918,25.385,3,"(48675,60908)","(49014,65242)","(48442,69444)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-7.918,25.385,3,"(48675,60908)","(49014,65242)","(48442,69444)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-8.744,24.78,3,"(49808,60827)","(50133,65075)","(49588,69205)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-9.576,24.096,3,"(52420,60813)","(52768,64971)","(52212,69011)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-9.576,24.096,3,"(52420,60813)","(52768,64971)","(52212,69011)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.235,23.409,3,"(54591,60908)","(54956,64981)","(54389,68945)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.386,22.116,3,"(58676,61228)","(59044,65146)","(58486,68958)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.386,22.116,3,"(58676,61228)","(59044,65146)","(58486,68958)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.715,21.504,3,"(59778,61393)","(60151,65250)","(59592,68996)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.87,20.905,3,"(59673,61608)","(60031,65401)","(59496,69085)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.87,20.905,3,"(59673,61608)","(60031,65401)","(59496,69085)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.973,20.312,3,"(59765,61853)","(60124,65596)","(59584,69215)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.083,19.71,3,"(60130,62052)","(60484,65732)","(59951,69295)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.083,19.71,3,"(60130,62052)","(60484,65732)","(59951,69295)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.164,19.121,3,"(60577,62273)","(60917,65897)","(60399,69404)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.203,18.517,3,"(61136,62464)","(61480,66034)","(60960,69487)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.203,18.517,3,"(61136,62464)","(61480,66034)","(60960,69487)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.248,17.902,3,"(61984,62614)","(62331,66128)","(61809,69527)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.349,17.286,3,"(63195,62756)","(63530,66219)","(63021,69565)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.349,17.286,3,"(63195,62756)","(63530,66219)","(63021,69565)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.435,16.642,3,"(64740,62860)","(65079,66268)","(64565,69561)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.47,15.99,3,"(65825,62899)","(66170,66250)","(65655,69492)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.47,15.99,3,"(65825,62899)","(66170,66250)","(65655,69492)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.404,15.345,3,"(66092,62919)","(66419,66221)","(65921,69411)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.261,14.697,3,"(65880,62897)","(66212,66146)","(65715,69288)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.261,14.697,3,"(65880,62897)","(66212,66146)","(65715,69288)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.133,14.043,3,"(65801,62827)","(66131,66025)","(65633,69126)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.029,13.411,3,"(65705,62774)","(66018,65926)","(65544,68980)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-12.029,13.411,3,"(65705,62774)","(66018,65926)","(65544,68980)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.957,12.766,3,"(65936,62677)","(66251,65785)","(65774,68799)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.895,12.111,3,"(66252,62584)","(66570,65648)","(66093,68625)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.895,12.111,3,"(66252,62584)","(66570,65648)","(66093,68625)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.829,11.499,3,"(66327,62513)","(66632,65535)","(66174,68467)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.758,10.91,3,"(66484,62430)","(66790,65410)","(66336,68307)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.758,10.91,3,"(66484,62430)","(66790,65410)","(66336,68307)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.639,10.349,3,"(66323,62362)","(66629,65306)","(66175,68172)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.523,9.816,3,"(65947,62329)","(66244,65242)","(65806,68078)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.523,9.816,3,"(65947,62329)","(66244,65242)","(65806,68078)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.438,9.285,3,"(65855,62288)","(66154,65170)","(65722,67972)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.374,8.759,3,"(65933,62265)","(66234,65113)","(65800,67890)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.374,8.759,3,"(65933,62265)","(66234,65113)","(65800,67890)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.358,8.309,3,"(66072,62291)","(66365,65112)","(65942,67858)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.365,7.894,3,"(66470,62318)","(66761,65114)","(66345,67839)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.365,7.894,3,"(66470,62318)","(66761,65114)","(66345,67839)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.353,7.51,3,"(66691,62372)","(66989,65146)","(66572,67852)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.328,7.152,3,"(66773,62463)","(67065,65219)","(66656,67906)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.328,7.152,3,"(66773,62463)","(67065,65219)","(66656,67906)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.27,6.89,3,"(66552,62574)","(66844,65319)","(66439,67984)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.238,6.697,3,"(66566,62671)","(66861,65405)","(66453,68067)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.238,6.697,3,"(66566,62671)","(66861,65405)","(66453,68067)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.228,6.536,3,"(66465,62789)","(66756,65512)","(66353,68160)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.225,6.384,3,"(66489,62898)","(66776,65617)","(66376,68261)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.225,6.384,3,"(66489,62898)","(66776,65617)","(66376,68261)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.202,6.209,3,"(66304,63027)","(66593,65735)","(66193,68365)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.149,6.031,3,"(65916,63142)","(66201,65845)","(65804,68468)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.149,6.031,3,"(65916,63142)","(66201,65845)","(65804,68468)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.076,5.855,3,"(65353,63266)","(65629,65957)","(65239,68569)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.047,5.676,3,"(65153,63348)","(65435,66035)","(65037,68638)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.047,5.676,3,"(65153,63348)","(65435,66035)","(65037,68638)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.053,5.5,3,"(65033,63433)","(65308,66107)","(64916,68699)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.074,5.388,3,"(65064,63488)","(65336,66159)","(64944,68748)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.074,5.388,3,"(65064,63488)","(65336,66159)","(64944,68748)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.095,5.291,3,"(65180,63519)","(65455,66185)","(65058,68766)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.121,5.188,3,"(65240,63514)","(65511,66171)","(65116,68748)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.121,5.188,3,"(65240,63514)","(65511,66171)","(65116,68748)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.123,5.11,3,"(65179,63490)","(65444,66144)","(65055,68714)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.12,5.11,3,"(65160,63452)","(65430,66105)","(65029,68679)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.12,5.11,3,"(65160,63452)","(65430,66105)","(65029,68679)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.122,5.11,3,"(65154,63387)","(65423,66041)","(65022,68613)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.113,5.11,3,"(65068,63310)","(65329,65962)","(64935,68533)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.113,5.11,3,"(65068,63310)","(65329,65962)","(64935,68533)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.089,5.11,3,"(64992,63199)","(65256,65852)","(64856,68425)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.088,5.11,3,"(65038,63103)","(65304,65757)","(64899,68329)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.088,5.11,3,"(65038,63103)","(65304,65757)","(64899,68329)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.096,5.11,3,"(65109,62986)","(65369,65635)","(64970,68211)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.104,5.106,3,"(65221,62879)","(65483,65531)","(65077,68108)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.104,5.106,3,"(65221,62879)","(65483,65531)","(65077,68108)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.104,5.106,3,"(65221,62879)","(65483,65531)","(65077,68108)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.101,5.045,3,"(65323,62773)","(65590,65425)","(65183,67998)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.105,4.939,3,"(65329,62692)","(65586,65335)","(65187,67904)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.105,4.939,3,"(65329,62692)","(65586,65335)","(65187,67904)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.104,4.842,3,"(65412,62607)","(65671,65244)","(65266,67809)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.094,4.739,3,"(65481,62553)","(65744,65184)","(65335,67744)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.094,4.739,3,"(65481,62553)","(65744,65184)","(65335,67744)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.075,4.635,3,"(65438,62530)","(65694,65159)","(65294,67716)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.075,4.635,3,"(65438,62530)","(65694,65159)","(65294,67716)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.066,4.535,3,"(65433,62504)","(65689,65125)","(65291,67676)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.055,4.435,3,"(65521,62521)","(65782,65141)","(65378,67685)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.055,4.435,3,"(65521,62521)","(65782,65141)","(65378,67685)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.049,4.337,3,"(65700,62434)","(65958,65045)","(65523,67590)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.046,4.241,3,"(65790,62461)","(66054,65071)","(65609,67614)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.046,4.241,3,"(65790,62461)","(66054,65071)","(65609,67614)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.037,4.147,3,"(65747,62519)","(66008,65129)","(65566,67673)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.024,4.049,3,"(65695,62565)","(65957,65177)","(65517,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.024,4.049,3,"(65695,62565)","(65957,65177)","(65517,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.024,4.049,3,"(65695,62565)","(65957,65177)","(65517,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.007,3.953,3,"(65690,62560)","(65956,65172)","(65513,67705)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.996,3.935,3,"(65697,62554)","(65969,65161)","(65522,67696)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.996,3.935,3,"(65697,62554)","(65969,65161)","(65522,67696)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.006,3.935,3,"(65801,62561)","(66075,65170)","(65625,67704)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.996,3.935,3,"(65654,62556)","(65925,65167)","(65481,67703)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.996,3.935,3,"(65654,62556)","(65925,65167)","(65481,67703)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.996,3.935,3,"(65654,62556)","(65925,65167)","(65481,67703)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.002,3.935,3,"(65734,62562)","(66005,65173)","(65559,67705)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.997,3.935,3,"(65750,62553)","(66024,65163)","(65575,67696)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.997,3.935,3,"(65750,62553)","(66024,65163)","(65575,67696)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,3.935,3,"(65744,62557)","(66018,65169)","(65571,67700)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,3.935,3,"(65701,62557)","(65971,65167)","(65527,67703)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,3.935,3,"(65701,62557)","(65971,65167)","(65527,67703)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.001,3.992,3,"(65675,62544)","(65942,65151)","(65501,67688)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.001,3.992,3,"(65675,62544)","(65942,65151)","(65501,67688)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,4.064,3,"(65679,62563)","(65949,65176)","(65504,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,4.064,3,"(65679,62563)","(65949,65176)","(65504,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.998,4.064,3,"(65679,62563)","(65949,65176)","(65504,67712)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.999,4.146,3,"(65756,62602)","(66036,65221)","(65584,67757)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.001,4.221,3,"(65791,62642)","(66076,65261)","(65625,67806)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-11.001,4.221,3,"(65791,62642)","(66076,65261)","(65625,67806)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.997,4.297,3,"(65720,62698)","(65995,65323)","(65550,67869)","(62772,70733)","(70941,70676)","(64523,69217)"
True,-10.999,4.371,3,"(65769,62762)","(66049,65397)","(65587,67943)","(62772,70733)","(70941,70676)","(64523,69217)"
